"","main","age","act","trans","ceraf","chol","age","act","trans","ceraf","chol"
"SNP_A-4300147",0,0.0434,0,0,0,0,-0.0123,-0.0854,0.0135,-0.1111,-0.125
"SNP_A-1859442",0,0.0055,0,0,0,0,-0.0569,-0.1148,-0.0065,-0.0343,-0.0019
"SNP_A-1864267",0,-0.0254,0,0,0,0,-0.0033,-0.0449,0.0201,-0.0768,-0.0045
"SNP_A-8443603",0,-0.0402,0,0,0,0,-0.0702,-0.1049,0.0534,-0.1199,-0.2227
"SNP_A-2294660",0.1576,0,0,0,0,0,-0.1194,0.0507,0.0225,-0.0387,0.0539
"SNP_A-8291314",0,0,0,-0.0419,0,0,-0.115,3e-04,-0.0319,-0.1376,-0.0061
"SNP_A-8367452",0,0,0,0,0,-0.0553,0.0228,-0.0653,0.0163,-0.1049,-0.0046
"SNP_A-2097058",0,0,0,0,0,-0.0373,-0.0129,-0.0778,-0.0127,-0.0615,-0.01
"SNP_A-8492959",0.0061,0,0,0,0,0,0.1044,-0.0554,-0.1241,-0.0672,0.0936
"SNP_A-8290460",0.0173,0,0,0,0,0,0.072,-0.0212,-0.0975,-0.2184,0.0335
"SNP_A-4231490",0,0,0.0028,0,0,0,-0.0214,-0.0267,0.0286,-0.0734,-0.0146
"SNP_A-1871973",0,0.0144,0,0,0,0,0.0187,-0.0713,0.091,-0.0812,-0.0165
"SNP_A-1815878",0,-2e-04,0,0,0,0,-0.0845,-0.0152,0.0231,-0.1893,-0.0536
"SNP_A-4268666",0,0.096,0,0,0,0,0.0247,-0.0771,-0.0137,-0.13,-0.0266
"SNP_A-8711582",0,0.0112,0,0,0,0,-0.0015,-0.0247,-0.013,-0.0416,0.0445
"SNP_A-8655239",0,0.0473,0,0,0,0,-0.0212,-0.0852,-0.1105,-0.1073,-0.0261
"SNP_A-2277059",0,0.0492,0,0,0,0,-6e-04,-0.1284,-0.0874,-0.1062,-0.0534
"SNP_A-4218879",0,0.0582,0,0,0,0,-0.0042,-0.0095,0.0043,-0.0741,-0.0641
"SNP_A-4289744",0,0.0252,0,0,0,0,0.0562,-0.0179,-0.0682,-0.092,0.0108
"SNP_A-2288770",0,-0.0361,0,0,0,0,0.0143,-0.0314,0.007,-0.0896,0.0727
"SNP_A-2091685",0,0.0727,0,0,0,0,-0.0203,-0.0249,0.0097,-0.0807,0.0096
"SNP_A-2004291",0,0,-0.1122,0,0,0,0.0016,-0.1716,-0.0507,-0.0526,0.0236
"SNP_A-8599668",0,0,0,0,0.0534,0,0.0512,-0.0527,-0.0253,-0.1352,-0.0821
"SNP_A-8287476",-0.0679,0,0,0,0,0,0.0752,-0.1764,0.0212,-0.1317,0.0932
"SNP_A-4271540",-0.1224,0,0,0,0,0,-0.0572,-0.013,8e-04,-0.0072,0.0065
"SNP_A-1881968",-0.0426,0,0,0,0,0,0.0296,-0.1537,-0.0756,-0.1002,0.0138
"SNP_A-1878110",-0.0999,0,0,0,0,0,0.0166,-0.1055,0.1086,-0.0932,0.0273
"SNP_A-1931803",-0.0595,0,0,0,0,0,0.0373,0.0415,-0.0401,-0.0742,0.0203
"SNP_A-8550015",-0.0261,0,0,0,0,0,-0.0168,-0.0677,-0.0505,-0.0813,0.0894
"SNP_A-2032365",-0.0692,0,0,0,0,0,0.0782,-0.0321,-0.0926,-0.0926,0.0485
"SNP_A-2197044",0,0,0,-0.0181,0,0,0.0212,-0.1238,-0.1069,-0.0877,0.0049
"SNP_A-2157590",0,0,0,-0.0538,0,0,0.0368,-0.0123,-0.1591,-0.0568,-0.056
"SNP_A-4289179",0,0,0,-0.0745,0,0,0.0353,-0.1464,-0.0402,0.0504,0.1342
"SNP_A-2107591",0,0,0,-0.0991,0,0,-0.0908,-0.0997,-0.0485,-0.0696,0.0396
"SNP_A-2137030",0,0,0,-0.0298,0,0,0.0538,-0.001,-0.0534,-0.0795,0.0222
"SNP_A-4204272",0,0,0,0.0483,0,0,0.0584,-0.1099,-0.0707,-0.0747,-0.0322
"SNP_A-8646971",0,0,0,-0.0424,0,0,0.0632,-0.0636,-0.0814,-0.0254,0.0097
"SNP_A-1820379",0,0,0,-0.1073,0,0,0.0349,-0.008,0.0046,-0.1263,0.0643
"SNP_A-2222072",0.0504,0,0,0,0,0,0.04,-0.1267,-0.0338,-0.1566,0.0463
"SNP_A-4268845",-0.0299,0,0,0,0,0,-0.1294,0.029,-0.0115,-0.1704,-0.0761
"SNP_A-8706646",0,0.0102,0,0,0,0,-0.0705,-0.0751,0.0225,-0.0429,-0.0191
"SNP_A-2065051",0,0,0,0.0615,0,0,-0.051,-0.0384,-0.0151,-0.1043,0.0339
"SNP_A-8641769",0,0,0,-0.0083,0,0,-0.0716,-0.0419,0.0306,-0.0989,0.0339
"SNP_A-1887834",-0.1025,0,0,0,0,0,0.0121,-0.1575,0.0212,-0.0861,0.0276
"SNP_A-4206842",0.0627,0,0,0,0,0,0.0279,-0.1052,0.0266,-0.0796,0.0611
"SNP_A-4234304",0.0899,0,0,0,0,0,0.1132,-0.0434,-0.018,-0.0842,-0.0045
"SNP_A-8367373",0,0,0,0.0203,0,0,0.0131,-0.1955,0.0446,-0.0678,0.0722
"SNP_A-8520307",0,0,0,0,0,-0.0569,-0.0022,0.0141,0.0057,-0.0798,-0.0068
"SNP_A-2001475",0,0,0,0,0,-0.0565,0.0202,-0.183,0.0382,-0.0908,0.0467
"SNP_A-8310678",0,0,0,0,0,-0.067,0.0241,-0.074,0.0708,-0.1124,-0.0313
"SNP_A-1864072",0,0,0,0,0,-0.0069,0.1027,-0.0349,0.0675,-0.1033,-0.1081
"SNP_A-8291102",0,0,0,0,0,0.0472,-0.0836,-0.151,-0.0535,-0.1086,-0.082
"SNP_A-2274972",0,0,0,0,0,0.0284,0.0822,-0.0888,-0.0157,-0.1079,-0.0016
"SNP_A-2005802",0,0,0,0,0,-0.0053,0.0278,-0.063,0.0023,-0.1102,-0.0719
"SNP_A-2165321",0,0,0,0,0,-0.0319,0.0689,-0.0471,-4e-04,-0.1078,0.0299
"SNP_A-8434868",0,0,0,0,0,0.0133,0.0417,-0.1532,-0.0348,-0.1545,-0.0674
"SNP_A-1932039",0,0,0,0,-0.0858,0,-0.0443,-0.059,-0.0571,-0.215,-0.0435
"SNP_A-2083852",0.0371,0,0,0,0,0,-0.037,-0.0596,0.0671,-0.0802,-0.0559
"SNP_A-1798337",0,0,0,0,0,-0.008,-0.0038,-0.0608,-0.0256,-0.0513,0.0052
"SNP_A-1899395",-0.0386,0,0,0,0,0,0.0094,-0.045,5e-04,-0.0671,-0.011
"SNP_A-2181744",-0.0064,0,0,0,0,0,-0.0251,-0.0676,-0.0506,-0.0948,0.0406
"SNP_A-1839723",-0.0157,0,0,0,0,0,0.0149,-0.1152,-0.066,-0.0465,-0.0159
"SNP_A-2001504",0,0,-0.1251,0,0,0,0.0193,-0.019,-0.0564,-0.1899,-0.0431
"SNP_A-1922353",-0.08,0,0,0,0,0,-0.0176,-0.0784,-0.0478,-0.1233,4e-04
"SNP_A-8654745",0.0088,0,0,0,0,0,-0.0632,-0.0765,-0.0274,-0.1647,0.0112
"SNP_A-2006196",0,0,0,0,0,0.0616,0.0256,-0.0729,-0.0435,-0.1201,0.101
"SNP_A-1947803",0,-0.06,0,0,0,0,-0.0443,-0.0102,-0.0057,-0.0348,-0.0039
"SNP_A-8587474",0,-0.0629,0,0,0,0,0.0923,-0.0961,0.0632,-0.0623,-0.065
"SNP_A-8336635",0,0,0,0,0,0.0317,-0.0712,-0.0849,0.0793,-0.2357,-0.0772
"SNP_A-4269014",0,0,0,0.0328,0,0,-0.0955,-0.0561,0.0439,-0.1553,-0.0421
"SNP_A-8457176",0,0,0,0,0,-0.1255,0.0087,-0.0129,0.035,-0.1369,0.0338
"SNP_A-8644996",0,0.0778,0,0,0,0,-0.0113,-0.0928,-0.0371,0.0269,-0.0853
"SNP_A-8359808",0,0.1363,0,0,0,0,0.1056,-0.0085,0.0196,-0.029,0.0544
"SNP_A-2084159",0.0385,0,0,0,0,0,-0.0912,-0.0734,-0.0349,-0.1041,0.0413
"SNP_A-8344223",0,0,0,0,-0.0512,0,-0.0227,-0.0352,-0.0077,-0.115,-0.0325
"SNP_A-8627477",-0.0148,0,0,0,0,0,0.098,-0.0504,0.0632,-0.0992,0.0209
"SNP_A-8411689",0,-0.0368,0,0,0,0,-0.0211,-0.0815,-0.1435,-0.0547,-0.0035
