"","main","age","act","trans","ceraf","chol","age","act","trans","ceraf","chol"
"SNP_A-1911173",-0.3178,0,0,0,0,0,-0.1617,-0.7452,0.282,-0.3976,0.5565
"SNP_A-1881968",-0.3124,0,0,0,0,0,-0.1442,-0.7289,0.2988,-0.3833,0.5705
"SNP_A-1878110",-0.3302,0,0,0,0,0,-0.1417,-0.7423,0.2926,-0.3767,0.5527
"SNP_A-2152131",-0.3167,0,0,0,0,0,-0.1515,-0.7457,0.2687,-0.3712,0.5544
"SNP_A-1931803",-0.3238,0,0,0,0,0,-0.1257,-0.7397,0.315,-0.3823,0.5589
"SNP_A-2181992",0.3157,0,0,0,0,0,-0.129,-0.733,0.267,-0.4092,0.5636
"SNP_A-8350110",0.3079,0,0,0,0,0,-0.1327,-0.7466,0.2755,-0.397,0.5668
"SNP_A-4204272",0,0,0,-0.3023,0,0,-0.1341,-0.7332,0.2886,-0.3759,0.5487
"SNP_A-8646971",0,0,0,-0.3116,0,0,-0.1336,-0.7217,0.3038,-0.3805,0.5674
"SNP_A-2222072",0.3751,0,0,0,0,0,-0.1527,-0.7185,0.297,-0.3947,0.5604
"SNP_A-8706646",0,0.3536,0,0,0,0,-0.1319,-0.7353,0.2868,-0.4074,0.555
"SNP_A-2065051",0,0,0,-0.3219,0,0,-0.1338,-0.7313,0.3045,-0.3947,0.5804
"SNP_A-8641769",0,0,0,-0.3289,0,0,-0.1472,-0.7562,0.2803,-0.3938,0.5556
"SNP_A-2098373",-0.312,0,0,0,0,0,-0.1496,-0.7284,0.2771,-0.3925,0.5677
"SNP_A-4206842",0.3637,0,0,0,0,0,-0.1648,-0.7427,0.2731,-0.3877,0.5472
"SNP_A-8381963",-0.3162,0,0,0,0,0,-0.1372,-0.7621,0.2669,-0.402,0.5534
"SNP_A-8367373",0,0,0,0.3079,0,0,-0.1498,-0.7553,0.2842,-0.3876,0.578
"SNP_A-8388726",0,0,0,0.3156,0,0,-0.1472,-0.751,0.2754,-0.4132,0.5757
"SNP_A-2001475",0,0,0,0,0,0.3508,-0.1325,-0.7504,0.2966,-0.3689,0.5337
"SNP_A-1864072",0,0,0,0,0,0.3299,-0.1253,-0.7392,0.2866,-0.3909,0.5477
"SNP_A-2274972",0,0,0,0,0,-0.359,-0.1242,-0.7485,0.2895,-0.3872,0.5542
"SNP_A-2005802",0,0,0,0,0,-0.333,-0.1311,-0.7547,0.2967,-0.383,0.5601
"SNP_A-2165321",0,0,0,0,0,-0.3175,-0.1313,-0.7342,0.2828,-0.4009,0.5542
"SNP_A-8434868",0,0,0,0,0,-0.3344,-0.1388,-0.7527,0.2819,-0.3936,0.5746
"SNP_A-2194963",0,0,0,0.3155,0,0,-0.1249,-0.7192,0.2756,-0.4127,0.5661
"SNP_A-1932039",0,0,0,0,0.3479,0,-0.1317,-0.7374,0.2903,-0.3864,0.569
"SNP_A-2236256",0,0,0,0,0.3278,0,-0.1301,-0.7365,0.292,-0.3945,0.5604
"SNP_A-8631962",-0.3133,0,0,0,0,0,-0.1358,-0.7216,0.2917,-0.3862,0.5619
"SNP_A-8319581",-0.309,0,0,0,0,0,-0.12,-0.7419,0.2816,-0.3991,0.5572
"SNP_A-4222848",-0.3596,0,0,0,0,0,-0.1352,-0.7501,0.2831,-0.3958,0.5851
"SNP_A-1839723",-0.3187,0,0,0,0,0,-0.1495,-0.7371,0.2681,-0.3919,0.5694
"SNP_A-4244475",0,0,0,0,0,0.3118,-0.1505,-0.73,0.2715,-0.3938,0.5606
"SNP_A-2006196",0,0,0,0,0,-0.3529,-0.1606,-0.7353,0.2764,-0.3991,0.5633
"SNP_A-8293152",0,0,0,-0.3361,0,0,-0.1459,-0.7435,0.2763,-0.4065,0.5677
"SNP_A-8510951",0,0,0,-0.307,0,0,-0.1476,-0.7312,0.2782,-0.3885,0.5711
"SNP_A-8356280",0,0,0,-0.3042,0,0,-0.1483,-0.7483,0.2553,-0.3995,0.5704
"SNP_A-4269014",0,0,0,0.3246,0,0,-0.1371,-0.7313,0.2794,-0.3862,0.5559
"SNP_A-4194292",0,0,0,0.318,0,0,-0.134,-0.7316,0.2885,-0.3931,0.5631
"SNP_A-8457176",0,0,0,0,0,-0.3266,-0.1469,-0.7349,0.291,-0.3924,0.563
"SNP_A-8715858",0,0.3363,0,0,0,0,-0.1506,-0.7459,0.2888,-0.392,0.5784
"SNP_A-1899288",0,0.3272,0,0,0,0,-0.1676,-0.7348,0.2934,-0.3861,0.5728
"SNP_A-8644996",0,0.3605,0,0,0,0,-0.155,-0.7393,0.2655,-0.3887,0.5631
"SNP_A-2090642",0,0.3512,0,0,0,0,-0.1589,-0.7253,0.283,-0.3957,0.5577
"SNP_A-8677093",0,0.3529,0,0,0,0,-0.1647,-0.7376,0.2779,-0.3699,0.571
"SNP_A-8488584",0,0.3592,0,0,0,0,-0.1588,-0.7482,0.2825,-0.3977,0.5817
"SNP_A-8359808",0,0.3421,0,0,0,0,-0.1366,-0.7531,0.2828,-0.3927,0.5662
"SNP_A-8515881",0,0.3302,0,0,0,0,-0.1454,-0.7295,0.2774,-0.3813,0.5662
"SNP_A-2084159",0,0.3095,0,0,0,0,-0.132,-0.735,0.3046,-0.3707,0.5563
"SNP_A-2278313",0,0,0,0,-0.326,0,-0.1558,-0.7441,0.2741,-0.3983,0.5642
"SNP_A-8344223",0,0,0,0,-0.3067,0,-0.1512,-0.7445,0.2781,-0.4173,0.5279
"SNP_A-8450460",0,0.3035,0,0,0,0,-0.1289,-0.7455,0.2757,-0.3976,0.5601
