"","main","age","act","trans","ceraf","chol","age","act","trans","ceraf","chol"
"SNP_A-2264419",0,0,0,0.3531,0,0,-0.0299,-0.5848,0.2242,-0.4113,0.4641
"SNP_A-4268361",0,0,0,0.3661,0,0,-0.0421,-0.56,0.23,-0.4505,0.4868
"SNP_A-1837880",0,0,0,0,0,-0.3491,-0.0507,-0.5607,0.235,-0.4155,0.4483
"SNP_A-2067749",0,0,0,0,0,-0.338,-0.0751,-0.5603,0.2244,-0.4168,0.4385
"SNP_A-8509940",0,0,0,0,0,0.3962,-0.046,-0.549,0.2517,-0.4079,0.4835
"SNP_A-1803862",0,0,0,-0.3876,0,0,-0.0515,-0.5869,0.2514,-0.4418,0.4398
"SNP_A-1867506",0,0,0,-0.3473,0,0,-0.066,-0.5791,0.2452,-0.3835,0.4715
"SNP_A-1865584",0,-0.3749,0,0,0,0,-0.0732,-0.5553,0.2265,-0.4137,0.494
"SNP_A-2049291",0,-0.352,0,0,0,0,-0.0479,-0.5702,0.2325,-0.4123,0.46
"SNP_A-2040432",0,0,0,0,0,0.3795,-0.0506,-0.5847,0.2271,-0.4205,0.4862
"SNP_A-4228411",0.3501,0,0,0,0,0,-0.0396,-0.5633,0.2396,-0.433,0.427
"SNP_A-2029301",0.3583,0,0,0,0,0,-0.0377,-0.5779,0.2438,-0.4139,0.4628
"SNP_A-2002789",0.3515,0,0,0,0,0,-0.0378,-0.5666,0.2426,-0.4294,0.4616
"SNP_A-8476253",0,0,0,0,0,-0.3483,-0.0662,-0.5802,0.2608,-0.4043,0.4273
"SNP_A-1785462",0,0,0,0,0,-0.3704,-0.0526,-0.5644,0.2563,-0.4187,0.4832
"SNP_A-1881069",0,0,0,0,0,-0.3802,-0.0462,-0.5545,0.2477,-0.415,0.4626
"SNP_A-8631801",0,0.3612,0,0,0,0,-0.0812,-0.5805,0.2496,-0.3963,0.4714
"SNP_A-8696356",0,0.3408,0,0,0,0,-0.0646,-0.5799,0.2359,-0.4269,0.4834
"SNP_A-1863656",0,0.34,0,0,0,0,-0.0305,-0.5972,0.2354,-0.4284,0.4599
"SNP_A-8302758",0,0,0.3506,0,0,0,-0.0476,-0.5581,0.233,-0.3912,0.4949
"SNP_A-8602011",0,-0.3424,0,0,0,0,-0.0727,-0.578,0.2585,-0.4067,0.486
"SNP_A-8567840",0.3991,0,0,0,0,0,-0.0652,-0.5581,0.2312,-0.4113,0.4752
"SNP_A-2063976",0.3693,0,0,0,0,0,-0.0414,-0.5812,0.2398,-0.4167,0.4574
"SNP_A-1866849",0,0,0,0,0,0.3842,-0.0529,-0.5631,0.2748,-0.4183,0.5009
"SNP_A-1895433",0,0,0,0.3693,0,0,-0.0561,-0.5728,0.2246,-0.3955,0.4729
"SNP_A-8630334",0,0,0,0,0,-0.4064,-0.0521,-0.576,0.2372,-0.4057,0.4453
"SNP_A-2231329",0,0,0,0,0,-0.3648,-0.0554,-0.5685,0.2229,-0.4132,0.4853
"SNP_A-8591270",0,0,0,0,0,-0.3491,-0.0487,-0.588,0.228,-0.408,0.4703
"SNP_A-1897392",0,0,0,0,0,-0.363,-0.0692,-0.5906,0.231,-0.3972,0.4596
"SNP_A-8633064",0,-0.4029,0,0,0,0,-0.0536,-0.57,0.2289,-0.4282,0.453
"SNP_A-8421606",0,0,0,0,0,-0.3443,-0.0764,-0.5635,0.2296,-0.4066,0.4575
"SNP_A-2003670",0,0.3775,0,0,0,0,-0.0675,-0.5921,0.2393,-0.4363,0.4662
"SNP_A-8511914",0,0,0,0,0,-0.3796,-0.0461,-0.5676,0.2179,-0.3981,0.4129
"SNP_A-1925290",0,0,0,0,0,0.3481,-0.0541,-0.5546,0.2301,-0.4214,0.4839
"SNP_A-2118665",0,0,0,0,0.409,0.3758,-0.0296,-0.5623,0.2536,-0.427,0.5392
"SNP_A-4223585",0,0,0,0,0.4209,0.3728,-0.0319,-0.56,0.2385,-0.4092,0.517
"SNP_A-4229992",0,0,0,0.3519,0,0,-0.0438,-0.5629,0.2541,-0.4097,0.4386
"SNP_A-1848118",0,0,0,0.348,0,0,-0.075,-0.5834,0.2591,-0.4175,0.448
"SNP_A-2022867",0,0,0,-0.405,0,0,-0.044,-0.5662,0.2418,-0.4135,0.4782
"SNP_A-8414683",0.3614,0,0,0,0,0,-0.0714,-0.5806,0.2425,-0.383,0.455
"SNP_A-2223502",0.3819,0,0,0,0,0,-0.0331,-0.5621,0.2467,-0.3788,0.4616
"SNP_A-8533839",0,0,0,0,0,-0.3847,-0.0428,-0.5646,0.2168,-0.4002,0.4438
"SNP_A-4296150",0,0,0,0,0,-0.3467,-0.0436,-0.5652,0.2157,-0.4175,0.4737
"SNP_A-8649097",0,0,0,0.3506,0,0,-0.0648,-0.5821,0.2126,-0.3923,0.4543
"SNP_A-4224965",0,0,0,0,0,-0.3751,-0.0345,-0.5735,0.2282,-0.4165,0.4554
"SNP_A-8471872",0,0,0,0,0.4211,0,-0.0286,-0.5565,0.2574,-0.3818,0.4685
"SNP_A-8403872",0,0,0,0,0.3691,0,-0.0299,-0.5636,0.2306,-0.4393,0.4778
"SNP_A-2145683",0,0,0,0,0.3493,0,-0.0575,-0.5786,0.2477,-0.4446,0.4783
"SNP_A-1918656",0,0,0,0,0.3434,0,-0.0675,-0.5668,0.2371,-0.418,0.4656
"SNP_A-1835323",0,0,0,0,0.3498,0,-0.057,-0.575,0.2369,-0.433,0.4794
"SNP_A-8695418",0,0,0,0,0,0.3884,-0.0196,-0.5846,0.2401,-0.4284,0.4356
"SNP_A-8582889",0,0,0,0,0,0.4134,-0.0393,-0.586,0.2339,-0.4277,0.4207
"SNP_A-1913307",0,0,0,0,0,-0.41,-0.0382,-0.5833,0.2343,-0.4253,0.4671
"SNP_A-4285453",0,0,0,0,0,-0.3531,-0.047,-0.5776,0.2369,-0.4407,0.4622
"SNP_A-8334398",0,0,0,-0.3713,0,0,-0.0357,-0.5662,0.2687,-0.4181,0.4411
"SNP_A-2059986",0,0,0,0.3828,0,0,-0.0384,-0.5785,0.2766,-0.4204,0.4531
"SNP_A-8437904",0,0,0,0,0,0.3451,-0.0778,-0.5722,0.2259,-0.397,0.4578
"SNP_A-2168316",-0.3715,0,0,0,0,0,-0.071,-0.5445,0.2603,-0.4373,0.4703
"SNP_A-2301597",-0.3907,0,0,0,0,0,-0.053,-0.5651,0.2525,-0.3827,0.4874
"SNP_A-8594510",0,0,-0.4035,0,0,0,-0.045,-0.5712,0.2361,-0.423,0.4616
"SNP_A-2087010",0,0,0,-0.3718,0,0,-0.0471,-0.5694,0.2746,-0.4256,0.4717
"SNP_A-8704523",0,0,0,-0.4186,0,0,-0.0352,-0.5744,0.2768,-0.3903,0.4874
"SNP_A-2236836",0,0,0,-0.3818,0,0,-0.0452,-0.5641,0.2566,-0.414,0.4736
"SNP_A-8398157",0,0,0,-0.4115,0,0,-0.0356,-0.5397,0.2694,-0.3896,0.4766
"SNP_A-1870984",-0.3776,0,0,0,0,0,-0.0733,-0.5664,0.2355,-0.4211,0.476
"SNP_A-8292763",0,0,0,0.3743,0,0,-0.0455,-0.5628,0.2766,-0.3941,0.4596
"SNP_A-4252045",0,0,0,0,0,0.3361,-0.0354,-0.5606,0.2701,-0.4182,0.4521
"SNP_A-8644957",0,0,0,0,0,-0.4131,-0.0414,-0.5465,0.2152,-0.4049,0.4675
