"","main","age","act","trans","ceraf","chol","age","act","trans","ceraf","chol"
"SNP_A-2002789",-0.1334,0,0,0,0,0,0.1007,-0.1255,-0.0216,-0.1125,-0.0752
"SNP_A-8634382",-0.0064,0,0,0,0,0,0.0199,-0.1013,-0.0424,-0.0949,0.0155
"SNP_A-8430353",0,0,0,0,0,-0.0532,-0.0317,-0.0695,-0.0159,-0.1024,-0.0787
"SNP_A-8615733",0,0,0,0,0,-0.049,-0.0995,-0.0581,-0.0377,-0.0669,-0.0462
"SNP_A-1854908",0,0,0,0,0,-0.0454,0.0622,-0.0108,0.0523,-0.0796,-0.0878
"SNP_A-1881280",0,0,0,0,0,-0.0446,-0.0386,-0.0353,0.0124,-0.1683,0.014
"SNP_A-2051603",0,0,0,0,0,-0.1225,-0.0042,-0.0356,0.0431,-0.0998,-0.0749
"SNP_A-8658993",0,0,0,0,0,0.0133,-0.0306,-0.0054,0.0481,-0.0561,-0.0164
"SNP_A-1797603",0,0,0,0,0,-0.0354,-0.0974,-0.0714,0.0017,-0.1099,-0.0624
"SNP_A-8567840",0.0446,0,0,0,0,0,-0.0422,-0.105,-0.0279,-0.111,-0.0131
"SNP_A-2231329",0,0,0,0,0,-0.0458,-0.0212,-0.1268,-0.0285,-0.2085,-0.032
"SNP_A-8591270",0,0,0,0,0,-0.0944,0.0263,-0.075,0.0595,-0.0812,-0.0083
"SNP_A-1897392",0,0,0,0,0,-0.0119,-0.0084,0.0352,0.0259,-0.0782,0.0153
"SNP_A-1796912",0,0,0,0,0,-0.0461,-0.0558,-0.0512,0.0219,-0.0176,-0.0381
"SNP_A-2220728",0,0,0,0.0076,0,0,0.0538,-0.0941,-0.0028,-0.1104,0.0075
"SNP_A-8290166",0,0,0,-0.0272,0,0,0.0131,-0.0039,-0.1005,-0.038,-0.0152
"SNP_A-8511914",0,0,0,0,0,-0.1402,-0.0125,-0.1087,0.0025,-0.0709,-0.0625
"SNP_A-8501856",0,-0.0585,0,0,0,0,0.0597,-0.0315,-0.0355,-0.1102,-0.0142
"SNP_A-2082890",0,0,0,0,0.0396,0,-0.0337,-0.0956,-0.0101,-0.2122,-0.0042
"SNP_A-4242351",0,0,0,0,0,-0.0275,-0.005,-0.1223,-0.0244,-0.1167,-0.0716
"SNP_A-4252686",0,0,0,0,0,0.0226,-0.0529,-0.0451,0.0017,-0.1099,-0.039
"SNP_A-4293921",0,0,0,0,0,-0.1127,0.0431,-0.0583,0.0349,-0.127,-0.0442
"SNP_A-4239435",-0.0174,0,0,0,0,0,-0.0125,-0.0904,0.0295,-0.1555,-0.0354
"SNP_A-2293611",0,0,0,0,0,-0.0435,0.0304,-0.056,-0.0079,-0.1299,-0.0166
"SNP_A-1859059",0,0,0,0,0,-0.0868,-0.0411,0.016,-0.0483,-0.1208,-0.0874
"SNP_A-2253695",0,0,0,0,0,-0.0568,0.0187,-0.0378,-0.0016,-0.0129,-0.076
"SNP_A-2129764",0,0,0,0,0,-0.0927,-0.0018,-0.1121,-0.0547,-0.0582,-0.0427
"SNP_A-2252316",0,0,0,0,0,-0.0447,-0.0423,-0.0526,0.0292,-0.0452,0.0363
"SNP_A-4229477",0,0,0,0,0,-0.0292,-0.0706,-0.0611,-0.0401,-0.0699,-0.1093
"SNP_A-2227887",0,0,0,0,0,-0.0793,-0.0196,-0.0949,-0.0143,-0.1692,-0.0425
"SNP_A-2276033",0,0,0,0,0,-0.0793,-0.0319,-0.1614,-0.0188,-0.151,-0.1119
"SNP_A-2080404",0,0,0,0,0,-0.0801,-0.0682,-0.0427,0.0756,-0.1355,-0.1091
"SNP_A-4291764",0,0,0,0,0,-0.0426,0.0379,0.0185,-0.0085,-0.0619,-0.0137
"SNP_A-2055151",0,0,0,0,0,-0.0241,-0.0183,0.0123,0.0093,-0.0221,-0.0525
"SNP_A-2153055",0,0,0,0,0,-0.1517,-0.0168,-0.0701,0.0929,-0.0172,-0.0265
"SNP_A-2084763",0,0,0,0,0,-0.1254,-0.0019,-0.0033,-0.016,-0.1245,-0.0729
"SNP_A-4296150",0,0,0,0,0,-0.0964,-0.0668,-0.1032,-0.0222,-0.0538,0.0025
"SNP_A-2148994",0,0.0217,0,0,0,0,-0.0092,-0.1085,-0.0433,-0.0836,-0.0233
"SNP_A-4244598",0,0.026,0,0,0,0,0.0366,-0.0652,0.0492,-0.1116,-0.0447
"SNP_A-4289296",0,0.0463,0,0,0,0,-0.0439,-0.1219,0.0562,-0.0841,-0.0527
"AFFX-SNP_7912310",0,0.037,0,0,0,0,0.0031,-0.1042,0.0328,-0.1292,-0.0916
"SNP_A-1912220",0,0.0196,0,0,0,0,-0.0246,-0.0594,-0.0318,-0.052,-0.0084
"SNP_A-8591700",0,0.0681,0,0,0,0,-0.1148,-0.1014,-0.046,-0.1796,-0.0064
"SNP_A-8471872",0,0,0,0,0.0404,0,0.0482,-0.1673,-0.0389,-0.2176,-0.022
"SNP_A-8403872",0,0,0,0,0.0422,0,-0.0129,-0.0853,-0.015,-0.218,-0.0347
"SNP_A-2263431",0,0,0,0,0.0075,0,0.0457,-0.0459,-0.0316,-0.0532,-0.1004
"SNP_A-1926786",0,0,0,0,0,0.032,0.0072,-0.1008,0.0183,-0.0673,-0.1482
"SNP_A-8695418",0,0,0,0,0,-0.0708,-0.0115,-0.0707,-0.1044,-0.044,-0.1729
"SNP_A-8582889",0,0,0,0,0,-0.0415,0.1436,-0.0415,-0.0355,-0.08,-0.0475
"SNP_A-8365841",0,0,0,0,0,-0.0239,-0.048,-0.0432,0.0104,-0.0429,-0.0552
"SNP_A-8437904",0,0,0,0,0,-0.0126,-0.0571,-0.0631,0.0307,-0.1399,-0.0097
"SNP_A-2301597",-0.1028,0,0,0,0,0,0.0139,-0.0377,0.0249,-0.1072,0.0135
"SNP_A-2006259",0.0391,0,0,0,0,-0.03,0.0266,-0.0139,0.0227,-0.0733,-0.0477
"SNP_A-2006261",-0.0512,0,0,0,0,0,-0.0398,-0.0987,0.0337,-0.0837,0.0288
"SNP_A-1803430",0,0,0,0,0,-0.0404,0.0458,-0.0852,-0.0094,-0.0707,-0.0378
"SNP_A-8704523",0,0,0,-0.0581,0,0,0.0044,-0.0616,0.0257,-0.0287,0.0349
"SNP_A-8336149",0,0,0,0.0583,0,0,0.0186,-0.0202,-0.0344,0.004,0.0226
"SNP_A-8351801",-0.022,0,0,0,0,0,-0.1011,-0.0991,0.0113,-0.1523,-0.0571
"SNP_A-8292049",0.0364,0,0,0,0,0,-0.0582,6e-04,0.0049,-0.109,-0.0946
"SNP_A-1870984",-0.0012,0,0,0,0,0,0.0403,-0.1337,-0.0236,-0.1205,0.0354
"SNP_A-2174660",-0.059,0,0,0,0,0,0.0025,0.0133,-0.0516,-0.0904,-0.0106
"SNP_A-1947803",0,0,0,-0.0393,0,0,0.0515,-0.0309,0.0058,-0.0721,0.0382
"SNP_A-4252045",0,0,0,0,0,0.0098,-0.0591,-0.0969,-0.0323,-0.1371,0.0161
"SNP_A-4303106",0,0,0,0,0,-0.0089,-0.0265,-0.082,-0.0718,-0.0307,-0.0617
"SNP_A-8688408",-0.0126,0,0,0,0,0,0.01,-0.1156,-0.0456,-0.1143,0.0084
"SNP_A-8378615",0,0,0,0,0,-0.0524,0.0702,-0.0572,-0.0369,-0.1207,-0.0465
"SNP_A-1929995",0,0,-0.0442,0,0,0,-0.0461,-0.1026,0.0382,-0.1145,0.0363
