"","main","age","act","trans","ceraf","chol","age","act","trans","ceraf","chol"
"SNP_A-4214153",0.0146,0,0,0,0,0,0.017,-0.051,0.0111,-0.1375,-0.0011
"SNP_A-4228748",-0.0733,0,0,0,0,0,-0.0097,-0.1397,0.0212,-0.11,-0.0086
"SNP_A-2288616",-0.1586,0,0,0,0,0,-0.0179,-0.0297,0.0421,-0.1079,0.0462
"SNP_A-2269121",-0.0436,0,0,0,0,0,0.0343,-0.088,0.0335,-0.1543,0.0273
"SNP_A-8582241",0.0699,0,0,0,0,0,-0.0153,-0.0864,-0.0061,-0.0936,0.0062
"SNP_A-2044928",-0.0374,0,0,0,0,0,0.0337,-0.0269,0.0369,-0.0437,-0.0147
"SNP_A-1787956",0.069,0,0,0,0,0,-0.0053,-0.0185,0.0382,-0.0543,-0.1001
"SNP_A-2207359",0.0122,0,0,0,0,0,-0.0675,-0.0873,0.0723,-0.1343,-0.0663
"SNP_A-8452712",-0.0677,0,0,0,0,0,0.0061,-0.0393,-0.0519,-0.1007,-0.0438
"SNP_A-4227688",-0.0197,0,0,0,0,0,-0.0532,-0.1118,-0.0168,-0.0164,0.0276
"SNP_A-4277339",-0.0575,0,0,0,0,0,-0.0332,-0.1533,0.057,-0.1057,0.031
"SNP_A-1786999",0.0613,0,0,0,0,0,0.0869,-0.0095,-0.006,-0.068,-0.0691
"SNP_A-2002196",0.0194,0,0,0,0,0,0.0229,-0.0566,0.0663,-0.1076,-0.0385
"SNP_A-4268375",0.0169,0,0,0,0,0,-0.0406,-0.056,-0.0595,-0.0873,0.013
"SNP_A-1822309",-0.0055,0,0,0,0,0,0.0712,-0.0588,0.0556,-0.0598,0.0325
"SNP_A-1867506",0.0053,0,0,0,0,0,0.0111,0.0206,0.0346,-0.0581,0.0173
"SNP_A-4300425",0.0536,0,0,0,0,0,-0.0063,-0.1209,-0.0064,-0.0948,0.0213
"SNP_A-1888920",0.0453,0,0,0,0,0,0.0367,-0.0051,0.0401,-0.1,0.0059
"SNP_A-8528526",0.0092,0,0,0,0,0,-0.0807,-0.0199,0.0359,-0.0827,-0.0206
"SNP_A-8381513",-0.0069,0,0,0,0,0,0.0455,-0.0809,0.04,-0.086,-0.1139
"SNP_A-2117665",0.0047,0,0,0,0,0,0.0443,-0.1215,0.0376,-0.0124,0.0364
"SNP_A-4228411",-0.0059,0,0,0,0,0,-0.0515,-0.0664,-0.0551,-0.1195,-0.0129
"SNP_A-2029301",-0.0013,0,0,0,0,0,0.0105,-0.0445,0.0193,-0.0509,3e-04
"SNP_A-2002789",-0.0736,0,0,0,0,0,0.062,-0.0566,-0.0098,-0.1834,-0.0269
"SNP_A-8634382",-0.001,0,0,0,0,0,0.0292,-0.0108,-0.0254,-0.0759,-0.0076
"SNP_A-2214669",-3e-04,0,0,0,0,0,0.0777,-0.0983,0.0475,-0.1121,0.0665
"SNP_A-4284245",-0.0779,0,0,0,0,0,-0.0032,-0.0297,-0.0036,-0.1307,0.0663
"SNP_A-1828652",-0.0446,0,0,0,0,0,0.0587,-0.1194,-0.0263,-0.0928,-0.0949
"SNP_A-4214047",0.0599,0,0,0,0,0,-0.0075,-0.0255,-0.0348,-0.2423,-0.0035
"SNP_A-1861525",-0.0158,0,0,0,0,0,0.0442,-0.0754,-0.0128,-0.0859,0.0061
"SNP_A-2098582",-8e-04,0,0,0,0,0,-0.0094,-0.0411,0.0343,-0.1508,-0.0182
"SNP_A-4288519",0.0112,0,0,0,0,0,-0.0221,-0.1148,0.0427,-0.1001,-0.0208
"SNP_A-8317622",-0.0133,0,0,0,0,0,0.0588,-0.0335,-0.0043,-0.067,-0.1085
"SNP_A-8602011",0.0298,0,0,0,0,0,0.0078,-0.1026,-0.0639,-0.1109,0.08
"SNP_A-8567840",0.067,0,0,0,0,0,0.0126,-0.0645,0.0928,-0.1683,-0.0134
"SNP_A-2063976",0.0151,0,0,0,0,0,-0.0462,-0.0856,-0.026,0.0062,0.0368
"SNP_A-8585079",-0.0996,0,0,0,0,0,0.0231,-0.0805,0.0425,-0.008,-0.0417
"SNP_A-8528625",-0.0122,0,0,0,0,0,-0.0524,-0.0076,0.006,-0.0478,-0.0662
"SNP_A-1895770",0.0546,0,0,0,0,0,-0.0284,-0.1099,0.0207,-0.0717,0.0309
"SNP_A-2302944",0.0113,0,0,0,0,0,-0.0382,-0.1561,0.0296,-0.0666,-0.0096
"SNP_A-4222011",0.0284,0,0,0,0,0,-0.0025,-0.1362,-0.0781,-0.1733,-0.0596
"SNP_A-8631396",0.0196,0,0,0,0,0,-0.0675,-0.0325,-0.0545,-0.122,-0.0237
"SNP_A-4214311",0.0523,0,0,0,0,0,0.0208,-0.0991,-0.1196,-0.0367,-0.0865
"SNP_A-2220728",0.0508,0,0,0,0,0,-0.0159,-0.0266,0.043,-0.0482,-0.0355
"SNP_A-1831478",-0.0147,0,0,0,0,0,-0.0053,-0.1326,-0.0019,-0.1264,0.0017
"SNP_A-1937837",-0.0483,0,0,0,0,0,-0.0864,-0.0962,0.0087,-0.0611,-0.0629
"SNP_A-1864264",0.0287,0,0,0,0,0,-0.0067,-0.0567,-0.0829,-0.0994,-0.0545
"SNP_A-1923925",0.0144,0,0,0,0,0,-0.0269,-0.0529,-0.0147,-0.1112,-0.0949
"SNP_A-1803670",0.0306,0,0,0,0,0,-0.0056,-0.0584,0.0561,-0.0898,-0.0317
"SNP_A-1782748",9e-04,0,0,0,0,0,-0.0026,-0.0326,0.0023,-0.0676,0.0116
"SNP_A-1944276",-0.0869,0,0,0,0,0,0.0061,-0.0521,0.0155,-0.0962,-0.0288
"SNP_A-8657241",0.0285,0,0,0,0,0,0.0411,-0.0134,-0.0081,-0.0429,0.0141
"SNP_A-1834608",-0.0647,0,0,0,0,0,0.0559,-0.1337,-0.167,-0.0773,0.0686
"SNP_A-8587878",0.0244,0,0,0,0,0,-0.0195,-0.0637,0.0042,-0.237,-0.0749
"SNP_A-8288875",0.0204,0,0,0,0,0,0.0083,-0.1448,0.0186,-0.0612,-0.0323
"SNP_A-1958715",0.0407,0,0,0,0,0,0.0082,-0.0375,-3e-04,-0.0727,-0.04
"AFFX-SNP_12676705",0.0471,0,0,0,0,0,0.0553,0.0379,-0.0608,-0.0546,0.0261
"SNP_A-8414683",0.0017,0,0,0,0,0,0.0054,-0.0978,-0.0146,-0.039,-0.0054
"SNP_A-8612864",-0.0606,0,0,0,0,0,-0.0882,-0.0564,-0.0238,-0.102,-0.0123
"SNP_A-8348515",-0.0207,0,0,0,0,0,0.0533,-0.037,-0.0277,-0.0611,-0.0117
"SNP_A-2110034",-0.0468,0,0,0,0,0,0.0346,-0.0548,-0.0754,-0.1172,-0.0227
"SNP_A-4239435",-0.0042,0,0,0,0,0,-0.0056,-0.1,0.003,-0.1073,0.0511
"SNP_A-4214428",-0.0098,0,0,0,0,0,-0.0324,-0.0405,-0.0323,-0.1557,-0.0259
"SNP_A-2141481",-0.0105,0,0,0,0,0,-0.1072,-0.0361,0.0416,-0.1046,-0.0684
"SNP_A-1837923",-0.0748,0,0,0,0,0,0.0086,-0.0067,0.1364,-0.1175,0.0598
"SNP_A-1955717",-0.034,0,0,0,0,0,0.02,-0.0872,-0.0016,-0.0575,0.0179
"SNP_A-1940210",0.0506,0,0,0,0,0,-0.0015,0.0446,-0.029,-0.0915,0.0124
"SNP_A-8626896",-0.0349,0,0,0,0,0,0.029,-0.1368,0.0265,-0.0839,-0.0896
"SNP_A-2052814",-0.0622,0,0,0,0,0,0.0677,0.0172,0.0538,-0.1121,0.0366
"SNP_A-1954687",-0.0273,0,0,0,0,0,-0.0101,-0.0139,0.0917,-0.1186,-0.049
"SNP_A-8481190",-0.0319,0,0,0,0,0,0.0992,-0.0709,-0.0082,-0.0776,-0.0585
"SNP_A-4289552",0.0537,0,0,0,0,0,0.0278,-0.0512,0.043,-0.0833,0.0167
"SNP_A-8682541",0.0454,0,0,0,0,0,0.032,6e-04,-0.023,-0.141,-0.0195
"SNP_A-8536745",-0.0026,0,0,0,0,0,0.0405,-0.0797,0.0147,-0.0221,-0.0291
"SNP_A-4216290",0.0495,0,0,0,0,0,-0.0085,-0.0535,0.0217,-0.0753,-0.0222
"SNP_A-2005544",-0.077,0,0,0,0,0,-0.0055,-0.0356,0.0164,-0.0282,-0.005
"SNP_A-2148994",6e-04,0,0,0,0,0,0.0291,-0.0656,0.0149,-0.1014,0.0081
"SNP_A-4244598",0.0455,0,0,0,0,0,-0.0265,-0.1018,0.0531,-0.1349,-0.0264
