"","main","age","act","trans","ceraf","chol","age","act","trans","ceraf","chol"
"SNP_A-8698833",-0.2715,0,0,0,0,0,-0.0138,-0.5614,0.2418,-0.4241,0.452
"SNP_A-2290658",-0.2812,0,0,0,0,0,-0.0547,-0.5596,0.2468,-0.43,0.4589
"SNP_A-8419211",-0.3066,0,0,0,0,0,-0.0528,-0.5873,0.2358,-0.4124,0.4672
"SNP_A-8557619",0.3109,0,0,0,0,0,-0.0659,-0.6021,0.2325,-0.3948,0.4548
"SNP_A-1917308",0.3438,0,0,0,0,0,-0.0521,-0.5725,0.2116,-0.4136,0.4491
"SNP_A-1918155",0.2966,0,0,0,0,0,-0.0631,-0.5609,0.2168,-0.3952,0.4424
"SNP_A-8703035",0.3485,0,0,0,0,0,-0.0407,-0.5506,0.2236,-0.4272,0.438
"SNP_A-2245382",0.3103,0,0,0,0,0,-0.0359,-0.5547,0.233,-0.422,0.4571
"SNP_A-1934867",0.2919,0,0,0,0,0,-0.0569,-0.585,0.2385,-0.403,0.4606
"SNP_A-8686596",-0.2905,0,0,0,0,0,-0.0292,-0.5698,0.2236,-0.4198,0.4655
"SNP_A-1813352",0.3062,0,0,0,0,0,-0.067,-0.574,0.2412,-0.406,0.4431
"SNP_A-2159981",0.2474,0,0,0,0,0,-0.0582,-0.5813,0.2247,-0.4065,0.4588
"SNP_A-8567840",0.4021,0,0,0,0,0,-0.051,-0.5702,0.231,-0.3982,0.4745
"SNP_A-1953919",0,-0.3385,0,0,0,0,-0.0635,-0.5685,0.2422,-0.4045,0.4601
"SNP_A-2118665",0,0,0,0,0.4072,0,-0.0369,-0.5787,0.2508,-0.4061,0.4489
"SNP_A-4223585",0,0,0,0,0.3877,0,-0.0583,-0.5487,0.2479,-0.4293,0.4899
"SNP_A-2022867",0,0,0,-0.4336,0,0,-0.0414,-0.5429,0.2563,-0.4298,0.4765
"SNP_A-2246290",0,0,0,0.3364,0,0,-0.0509,-0.5953,0.2139,-0.4252,0.4715
"SNP_A-4268854",0,0,0,0.3126,0,0,-0.0287,-0.5832,0.2509,-0.3897,0.4528
"SNP_A-8471872",0,0,0,0,0.4364,0,-0.0457,-0.5492,0.2574,-0.4255,0.4824
"SNP_A-8582889",0,0,0,0,0,0.4273,-0.0231,-0.555,0.2419,-0.4445,0.4404
"SNP_A-2059986",0,0,0,0.4024,0,0,-0.0283,-0.581,0.2457,-0.4284,0.4321
"SNP_A-2168316",-0.3744,0,0,0,0,0,-0.0673,-0.544,0.2524,-0.4027,0.4789
"SNP_A-2301597",-0.3857,0,0,0,0,0,-0.066,-0.5649,0.2186,-0.4066,0.4767
"SNP_A-4206884",0,-0.3343,0,0,0,0,-0.0614,-0.577,0.2195,-0.4121,0.4268
"SNP_A-2087010",0,0,0,-0.3621,0,0,-0.0522,-0.5748,0.2744,-0.3891,0.4724
"SNP_A-8704523",0,0,0,-0.3943,0,0,-0.068,-0.5892,0.2588,-0.3962,0.4913
"SNP_A-8398157",0,0,0,-0.4121,0,0,-0.0492,-0.5612,0.2731,-0.3949,0.4598
"SNP_A-8292763",0,0,0,0.3678,0,0,-0.0477,-0.5776,0.2564,-0.4021,0.4663
"SNP_A-4252045",0,0,0,0,0,0.3744,-0.0542,-0.5817,0.2534,-0.406,0.4595
"SNP_A-8644957",0,0,0,0,0,-0.4183,-0.0565,-0.5674,0.2085,-0.4139,0.4695
"SNP_A-4276345",0,0,0,-0.3329,0,0,-0.0412,-0.5833,0.2274,-0.434,0.4615
