"","gene_name","rsID","main","age","act","trans","ceraf","chol","age.1","act.1","trans.1","ceraf.1","chol.1"
"23","RP11-554I8.2","rs11254499",0,0,0,0,0.9336,0,-0.8257,-1.9975,0.8263,-0.9168,1.3117
"24","FAM107B","rs7922034",-0.6941,0,0,0,0,0,-0.7997,-1.9753,0.8778,-0.9753,1.3487
"25","RP11-526P5.2","rs1537616",0.977,0,0,0,0,0,-0.8586,-1.9714,0.8992,-1.0098,1.3525
"26","RP11-478B11.2","rs11005102",0,-0.7236,0,0,0,0,-0.875,-2.0051,0.8615,-0.978,1.3181
"27","RP11-271F18.4","rs10905778",0,0,0,0,0,-0.8947,-0.7752,-1.9757,0.885,-1.0156,1.3354
"28","SNRPEP8","rs7093161",0,0.8381,0,0,0,0,-0.7983,-1.9827,0.8592,-0.9968,1.3284
"29","RP11-490O24.2","rs161407",0,-0.7896,0,0,0,0,-0.7948,-1.9817,0.9242,-0.983,1.3994
"30","DCLRE1CP1","rs41405548",0.9158,0,0,0,0,0,-0.8785,-2.0041,0.8478,-0.9478,1.3244
"31","RP1-251M9.2","rs201111",0,0,0,0,0,-0.71,-0.8181,-1.999,0.8561,-0.9782,1.3435
"32","SVIL","rs1247097",0,0,0,-0.909,0,0,-0.8025,-1.9734,0.9327,-1.0125,1.3616
"33","AL512640.1","rs11238956",0.8012,0,0,0,0,0,-0.8417,-1.9362,0.8521,-0.9818,1.3068
"34","CELF2","rs17454012",0,-0.4332,0,0,0,0,-0.8162,-1.9887,0.8952,-1.0128,1.3443
"35","RP11-170M17.1","rs1916420",0,0,0,-0.8308,0,0,-0.803,-1.9715,0.9144,-1.0027,1.3052
"36","FRMD4A","rs2446588",0,0.843,0,0,0,0,-0.8387,-1.9942,0.8703,-0.9576,1.3313
"37","RP11-733D4.1","rs2764347",0,0,0.8504,0,0,0,-0.8233,-1.9641,0.8707,-1.0479,1.3058
"38","FAM107B","rs1031666",-0.747,0,0,0,0,0,-0.8199,-1.9975,0.8989,-0.9489,1.3506
"39","LINC00707","rs10904966",0,0,0,0,0.8954,0,-0.833,-2.0039,0.8728,-0.8871,1.3104
"40","LINC00837","rs3740000",1.0442,0,0,0,0,0,-0.7683,-2.068,0.8725,-0.9426,1.3482
"41","GPR158","rs10508694",0,0,0,0.8631,0,0,-0.8286,-1.9612,0.8709,-0.9827,1.3585
"42","FAM171A1","rs10508486",0,0,0.8362,0,0,0,-0.8219,-1.9865,0.9018,-0.9786,1.3768
"43","CELF2","rs17453876",0,-0.5146,0,0,0,0,-0.7943,-1.9447,0.8943,-0.9463,1.325
"44","RP11-482E14.2","rs11252062",0,0,0,0,0,-0.5338,-0.8488,-2.0013,0.8235,-1.0001,1.3158
"45","FRMD4A","rs998150",-0.8565,0,0,0,0,0,-0.7772,-2.0008,0.8619,-1.0063,1.3039
"46","SVIL","rs1927456",0,0,0,0,-0.8491,0,-0.8715,-2.0152,0.866,-0.9218,1.3116
"47","NAMPTL","rs3006958",0.7333,0,0,0,0,0,-0.7933,-2.0026,0.8643,-1.0037,1.3235
"48","CCNY","rs11010151",0,-1.0152,0,0,0,0,-0.7876,-2.021,0.8867,-0.9593,1.3315
"49","Y_RNA","rs1418916",0,0,0,0,-0.7198,0,-0.8211,-2.0375,0.8162,-1.0216,1.3588
"50","CAMK1D","rs7921813",0,0.8701,0,0,0,0,-0.7952,-1.9779,0.895,-1.0241,1.3092
"51","RP1-251M9.2","rs201099",0,0,0,0,0,-0.7152,-0.8362,-1.9655,0.8676,-1.0166,1.3506
"52","ANK3","rs10821746",0,0,0,-0.8895,0,0,-0.7917,-1.9706,0.8588,-0.9783,1.3211
"53","GAPDHP45","rs7099479",0.8205,0,0,0,0,0,-0.7935,-2.0101,0.8763,-0.9532,1.3463
"54","RP11-550A9.1","rs4935167",0,0,0,0,-0.7505,0,-0.8411,-1.989,0.8581,-0.8529,1.3227
"55","CELF2","rs4750039",0,-0.6239,0,0,0,0,-0.8159,-1.9642,0.8601,-0.9833,1.3405
"56","FAM107B","rs1555986",-0.7024,0,0,0,0,0,-0.7983,-1.98,0.8705,-0.9932,1.3732
"57","PRTFDC1","rs4748991",-0.7141,0,0,0,0,0,-0.7888,-1.9615,0.8595,-0.9776,1.3597
"58","RP11-170M17.1","rs4745829",0,0,0,-0.9166,0,0,-0.8161,-1.9696,0.9008,-0.9778,1.3412
"59","CELF2","rs201113",0,0,0,0,0,-0.7119,-0.8,-2.0087,0.8396,-0.9918,1.3218
"60","CAMK1D","rs11257932",0,0.8818,0,0,0,0,-0.8129,-1.9964,0.8342,-1.0148,1.3309
"61","FAM171A1","rs11597589",0,0,-0.9219,0,0,0,-0.8191,-2.019,0.9301,-0.9191,1.3856
"62","FAM171A1","rs11599813",0,0,-0.9519,0,0,0,-0.7859,-2.0883,0.9439,-0.9722,1.338
"63","FAM171A1","rs11597485",0,0,-0.9352,0,0,0,-0.8366,-2.0421,0.8968,-0.9851,1.3741
"64","RP11-492M23.2","rs2796304",0,0.8488,0,0,0,0,-0.7838,-1.9986,0.878,-1.0108,1.3243
"65","CAMK1D","rs11257933",0,0.9037,0,0,0,0,-0.7985,-1.9732,0.8556,-1.0103,1.3292
"66","LINC00845","rs7915783",0,0,0,0.7511,0,0,-0.8152,-2.037,0.8705,-0.9297,1.3033
"67","FAM107B","rs4748109",-0.8063,0,0,0,0,0,-0.7972,-1.9757,0.904,-0.973,1.3649
"68","UBE2V2P1","rs10826899",0,0,0,0,-0.9373,0,-0.8019,-1.9784,0.8193,-0.9823,1.2964
"69","UBE2V2P1","rs11592473",0,0,0,0,-0.9102,0,-0.8528,-1.9754,0.8253,-0.9865,1.3455
"70","OR13A1","rs12764778",0,0.9541,0,0,0,0,-0.8509,-2.0044,0.8936,-0.97,1.355
"71","PCDH15","rs1930170",0,0,0,0,0,0.9266,-0.8147,-1.985,0.8907,-0.9533,1.3583
"72","KIAA1462","rs11007904",0,0,0,0.9799,0,0,-0.7648,-1.9964,0.8828,-0.9813,1.3217
"73","GPR158","rs12762462",0,0,0,0.7559,0,0,-0.8273,-1.9382,0.8512,-0.9813,1.3268
"74","JMJD1C","rs10733789",0,0,0,0,0,0.9032,-0.7978,-2.0147,0.8827,-0.9748,1.3425
"75","MIR3924","rs1011763",0,0,0,0,0.9069,0,-0.869,-1.9778,0.8578,-0.8771,1.3731
"76","DCLRE1CP1","rs6602809",0.9543,0,0,0,0,0,-0.8242,-1.9862,0.8493,-0.9523,1.3172
"77","PCDH15","rs11004318",0,-0.7997,0,0,0,0,-0.8415,-2.0659,0.8794,-0.9881,1.3826
"78","CCDC3","rs7076027",0,0,0.7786,0,0,0,-0.7679,-2.008,0.9158,-0.9986,1.2746
"79","PRTFDC1","rs11014290",-0.6733,0,0,0,0,0,-0.8263,-1.9757,0.8675,-1.0079,1.3262
"80","THNSL1","rs923757",0,0,0,0,0,0.753,-0.7808,-2.0003,0.8208,-0.9958,1.3428
"81","RP11-799O21.2","rs2804143",0.8265,0,0,0,0,0,-0.782,-2.0057,0.9179,-0.9514,1.4033
"82","ACBD7","rs6602806",1.0021,0,0,0,0,0,-0.8175,-1.9523,0.8666,-0.9447,1.3254
"83","DCLRE1CP1","rs6602806",1.0021,0,0,0,0,0,-0.8175,-1.9523,0.8666,-0.9447,1.3254
"84","RP11-478B11.2","rs10825621",0,-0.8298,0,0,0,0,-0.7735,-2.004,0.8209,-1.0582,1.3241
"85","RP11-490O24.2","rs224699",0,-1.0249,0,0,0,0,-0.8199,-1.9826,0.8673,-0.9698,1.33
