"","gene_name","rsID","main","age","act","trans","ceraf","chol","age.1","act.1","trans.1","ceraf.1","chol.1"
"68","RP11-526P5.2","rs7081466",0,0,0,0.0239,-0.0134,0.0113,0.0121,-0.0251,-0.0111,-0.0947,-0.0381
"69","THNSL1","rs12256642",0,0,0,0,0,0.014,0.0408,-0.0357,-0.016,0.0073,-0.0222
"70","SNRPEP8","rs10824883",0,0,0,0,0,0.0067,-0.013,-0.0206,0.0364,-0.0248,0.0323
"71","RP11-492M23.2","rs2796304",0,-0.0229,0,0,0,0,0.0136,-0.0542,-0.0397,-0.0793,-0.0247
"72","CAMK1D","rs11257933",0,-0.0309,0,0,0,0,-0.041,0.0015,-0.018,0.0259,-0.0212
"73","UBE2V2P1","rs10826899",0,0,0,0,-0.0147,0,-0.0131,-0.0301,-0.0551,-0.0358,-0.0349
"74","UBE2V2P1","rs11592473",0,0,0,0,-7e-04,0,0.0472,-0.0321,0.0526,-0.0096,0.0344
"75","OR13A1","rs12764778",0,0.0441,0,0,0,0,0.0241,-0.0224,-0.0034,-0.0149,0.0492
"76","ZNF101P1","rs4595437",0.0382,0,0,0,0,0,-0.0072,-0.0084,0.0137,-0.0953,-0.0529
"77","RP11-170M17.1","rs7904940",0,0,0,0.0642,0,0,0.0504,0.0179,0.0156,-0.0621,0.0038
"78","KIAA1462","rs11007904",0,0,0,-0.1074,0,0,0.0129,0.0462,-0.0118,-0.026,-0.0073
"79","GPR158","rs12762462",0,0,0,0.0605,0,0,0.0607,-0.0174,0.0118,-0.0041,0.0208
"80","MIR3924","rs1011763",0,0,0,0,0.0447,0,-0.0077,9e-04,0.0516,-0.0869,-0.0023
"81","RP11-170M17.1","rs1916450",0,0,0,-0.0443,0,0,0.0129,-0.0367,-0.0134,-0.0606,0.022
"82","CHAT","rs1917814",0,0,0,0,-0.0234,0,-0.0436,-0.0731,0.005,-0.0613,0.073
"83","DCLRE1CP1","rs6602809",0.0308,0,0,0,0,0,0.0109,-0.0018,0.0168,0.0023,0.0087
"84","RP11-575N15.1","rs2025758",0,7e-04,0,0,0,0,-0.0296,-0.0396,0.0311,-0.0284,0.0113
"85","THNSL1","rs923757",0,0,0,0,0,0.0112,-0.0111,-0.0047,0.0174,-0.0462,0.0249
"86","RP11-526P5.2","rs7092368",0,0,0,0.026,0.0656,-0.0086,-0.0435,-0.0385,-0.0315,-0.0484,-0.0165
"87","RP11-799O21.2","rs2804143",0.0242,0,0,0,0,0,-0.0082,0.0325,0.0111,-0.0022,-0.0086
"88","DCLRE1CP1","rs6602806",-8e-04,0,0,0,0,0,0.0094,-0.0328,0.0298,-0.0322,-0.0162
"89","ACBD7","rs6602806",-8e-04,0,0,0,0,0,0.0094,-0.0328,0.0298,-0.0322,-0.0162
"90","ANK3","rs10994308",0,0,0,0,0,0.0035,-0.0054,-0.0077,0.0081,0.0111,-0.0064
"91","RP11-490O24.2","rs224699",0,-0.0072,0,0,0,0,-0.0301,-0.0153,0.0551,-0.0445,-0.0343
