"","main","age","act","trans","ceraf","chol","age","act","trans","ceraf","chol"
"SNP_A-4195921",-0.3464,0,0,0,0,0,-0.1297,-0.7502,0.309,-0.4005,0.5466
"SNP_A-8703405",-0.29,0,0,0,0,0,-0.1194,-0.7442,0.2808,-0.4035,0.5461
"SNP_A-8639737",0.2713,0,0,0,0,0,-0.1452,-0.7494,0.2726,-0.4091,0.5629
"SNP_A-2294660",0,0,0,0,0,0.3033,-0.1449,-0.7313,0.2797,-0.3938,0.5724
"SNP_A-8291317",0.233,0,0,0,0,0,-0.1504,-0.7392,0.2939,-0.3906,0.569
"SNP_A-2002897",0.2519,0,0,0,0,0,-0.1368,-0.7482,0.2915,-0.395,0.557
"SNP_A-2176622",-0.2608,0,0,0,0,0,-0.1494,-0.741,0.2931,-0.4006,0.5392
"SNP_A-8367452",0,0,0,0,0,0.3629,-0.1579,-0.7433,0.2708,-0.3638,0.5735
"SNP_A-8492959",0.2445,0,0,0,0,0,-0.1465,-0.7481,0.2766,-0.3903,0.5555
"SNP_A-8431447",0.2605,0,0,0,0,0,-0.1394,-0.7572,0.2821,-0.4001,0.5615
"SNP_A-4248509",0.2446,0,0,0,0,0,-0.1354,-0.7275,0.2857,-0.3911,0.5385
"SNP_A-8288593",-0.2717,0,0,0,0,0,-0.1511,-0.7458,0.2912,-0.4019,0.5618
"SNP_A-8411763",-0.2876,0,0,0,0,0,-0.1516,-0.7305,0.2731,-0.4104,0.5676
"SNP_A-1914730",-0.297,0,0,0,0,0,-0.1534,-0.7335,0.2839,-0.4031,0.5625
"SNP_A-2179819",-0.2803,0,0,0,0,0,-0.1541,-0.7353,0.3033,-0.3998,0.5682
"SNP_A-2003545",-0.2756,0,0,0,0,0,-0.1486,-0.7382,0.2953,-0.3966,0.5558
"SNP_A-8426675",-0.2466,0,0,0,0,0,-0.1425,-0.7325,0.2658,-0.3843,0.5392
"SNP_A-4253735",-0.2329,0,0,0,0,0,-0.1581,-0.7326,0.2817,-0.4006,0.5599
"SNP_A-2003560",-0.2574,0,0,0,0,0,-0.1213,-0.7402,0.2895,-0.3843,0.5568
"SNP_A-2305399",-0.2341,0,0,0,0,0,-0.1481,-0.7282,0.2829,-0.4031,0.5564
"SNP_A-4214057",0.264,0,0,0,0,0,-0.1471,-0.726,0.3053,-0.3949,0.5449
"SNP_A-8290460",-0.3051,0,0,0,0,0,-0.1558,-0.7246,0.2724,-0.4105,0.576
"SNP_A-2034604",0.3071,0,0,0,0,0,-0.1354,-0.75,0.283,-0.4023,0.5568
"SNP_A-8672386",0.2373,0,0,0,0,0,-0.134,-0.7436,0.2723,-0.3982,0.5535
"SNP_A-8711582",0,0.3685,0,0,0,0,-0.1423,-0.7393,0.2803,-0.3908,0.5581
"SNP_A-2277059",0,0.3569,0,0,0,0,-0.1446,-0.7323,0.2729,-0.392,0.5747
"SNP_A-8476138",0,0,0,0,0,-0.2423,-0.1333,-0.7451,0.2816,-0.4045,0.5506
"SNP_A-4218879",0,0.3347,0,0,0,0,-0.145,-0.7372,0.2739,-0.3949,0.5638
"SNP_A-2288770",0,0.341,0,0,0,0,-0.1388,-0.7352,0.2664,-0.3913,0.5655
"SNP_A-2091685",0,0.3537,0,0,0,0,-0.1425,-0.7256,0.2752,-0.3905,0.5705
"SNP_A-8552162",0.2859,0,0,0,0,0,-0.1358,-0.7411,0.2755,-0.3972,0.5732
"SNP_A-4230412",0.2929,0,0,0,0,0,-0.156,-0.7443,0.2811,-0.3803,0.5603
"SNP_A-4247893",0.3449,0,0,0,0,0,-0.1524,-0.7318,0.3,-0.3898,0.567
"SNP_A-1900537",0.3118,0,0,0,0,0,-0.134,-0.7414,0.2867,-0.3744,0.563
"SNP_A-2090742",0.3192,0,0,0,0,0,-0.1336,-0.7328,0.284,-0.4023,0.5617
"SNP_A-2026527",0.3297,0,0,0,0,0,-0.1462,-0.7332,0.2781,-0.3869,0.5712
"SNP_A-4252275",0.3278,0,0,0,0,0,-0.1421,-0.7506,0.2821,-0.3845,0.5731
"SNP_A-4268688",0.3078,0,0,0,0,0,-0.1443,-0.7347,0.2826,-0.3853,0.5653
"SNP_A-2053089",0.3274,0,0,0,0,0,-0.1304,-0.7489,0.2958,-0.3989,0.5618
"SNP_A-8587098",0.2683,0,0,0,0,0,-0.1372,-0.732,0.2911,-0.3832,0.5673
"SNP_A-8287476",-0.2459,0,0,0,0,0,-0.1482,-0.7603,0.2733,-0.3935,0.5516
"SNP_A-8496257",0.2807,0,0,0,0,0,-0.1296,-0.7298,0.3126,-0.3872,0.5688
"SNP_A-4271540",-0.3121,0,0,0,0,0,-0.1432,-0.7392,0.3056,-0.3969,0.5737
"SNP_A-1911173",-0.3159,0,0,0,0,0,-0.1375,-0.7406,0.2969,-0.3858,0.5474
"SNP_A-1881968",-0.3132,0,0,0,0,0,-0.1282,-0.736,0.3067,-0.4023,0.5653
"SNP_A-1878110",-0.3298,0,0,0,0,0,-0.1559,-0.7464,0.2955,-0.3933,0.5589
"SNP_A-2152131",-0.3138,0,0,0,0,0,-0.1513,-0.7257,0.3029,-0.3796,0.5635
"SNP_A-1931803",-0.3046,0,0,0,0,0,-0.154,-0.7321,0.286,-0.3954,0.5516
"SNP_A-8287484",-0.2563,0,0,0,0,0,-0.157,-0.7563,0.2774,-0.3894,0.5371
"SNP_A-1790371",-0.2821,0,0,0,0,0,-0.1509,-0.7298,0.2807,-0.4009,0.5647
"SNP_A-8461486",-0.2696,0,0,0,0,0,-0.155,-0.7465,0.2819,-0.3709,0.5657
"SNP_A-8550015",-0.2771,0,0,0,0,0,-0.1506,-0.7288,0.279,-0.3889,0.5581
"SNP_A-2306784",-0.2881,0,0,0,0,0,-0.1373,-0.7241,0.2788,-0.385,0.5565
"SNP_A-2032365",-0.2844,0,0,0,0,0,-0.1336,-0.7184,0.2993,-0.4063,0.5672
"SNP_A-8611800",-0.2957,0,0,0,0,0,-0.1349,-0.7339,0.2777,-0.3996,0.547
"SNP_A-1887867",-0.3005,0,0,0,0,0,-0.1389,-0.7366,0.2772,-0.4249,0.532
"SNP_A-8304257",-0.2887,0,0,0,0,0,-0.1465,-0.7374,0.2954,-0.4025,0.5558
"SNP_A-2181992",0.3284,0,0,0,0,0,-0.1364,-0.7533,0.2703,-0.3854,0.5438
"SNP_A-8350110",0.3173,0,0,0,0,0,-0.1534,-0.7463,0.2683,-0.3858,0.5576
"SNP_A-8288725",0.2719,0,0,0,0,0,-0.1446,-0.7368,0.2766,-0.3917,0.5429
"SNP_A-4221901",0.2522,0,0,0,0,0,-0.1543,-0.7335,0.2993,-0.3872,0.5548
"SNP_A-8701171",0.2606,0,0,0,0,0,-0.1393,-0.7561,0.2874,-0.3892,0.5459
"SNP_A-2226166",0.2462,0,0,0,0,0,-0.1466,-0.7286,0.2768,-0.4004,0.5716
"SNP_A-2187575",0.2369,0,0,0,0,0,-0.1455,-0.7271,0.2862,-0.3978,0.5582
"SNP_A-2137030",0,0,0,-0.3138,0,0,-0.1312,-0.7504,0.2874,-0.3993,0.5662
"SNP_A-2222072",0.3698,0,0,0,0,0,-0.1496,-0.7252,0.2725,-0.3939,0.5509
"SNP_A-4268845",0.2697,0,0,0,0,0,-0.1439,-0.7361,0.2861,-0.3956,0.5584
"SNP_A-2005399",0.2782,0,0,0,0,0,-0.1503,-0.734,0.2879,-0.3881,0.5552
"SNP_A-2065051",0,0,0,-0.3372,0,0,-0.1294,-0.7375,0.307,-0.4046,0.5647
"SNP_A-8641769",0,0,0,-0.3364,0,0,-0.1449,-0.736,0.3013,-0.3835,0.5721
"SNP_A-8381963",-0.3312,0,0,0,0,0,-0.1595,-0.753,0.2729,-0.4324,0.5612
"SNP_A-2236256",0,0,0,0,0.3327,0,-0.1544,-0.7575,0.2898,-0.3734,0.575
"SNP_A-4222848",-0.3481,0,0,0,0,0,-0.1505,-0.7625,0.2734,-0.4001,0.5694
"SNP_A-4244475",0,0,0,0,0,0.3272,-0.1377,-0.7286,0.2863,-0.3954,0.5574
"SNP_A-2006196",0,0,0,0,0,-0.3666,-0.1501,-0.74,0.2663,-0.3945,0.5601
"SNP_A-8677093",0,0.3474,0,0,0,0,-0.1468,-0.7436,0.3059,-0.399,0.5685
"SNP_A-8488584",0,0.3501,0,0,0,0,-0.139,-0.7524,0.2782,-0.3716,0.5599
"SNP_A-8359808",0,0.356,0,0,0,0,-0.1382,-0.7325,0.291,-0.3955,0.5696
"SNP_A-2278313",0,0,0,0,-0.3301,0,-0.1425,-0.7503,0.2857,-0.3887,0.5519
