"","main","age","act","trans","ceraf","chol","age","act","trans","ceraf","chol"
"SNP_A-2131341",-0.0043,0,0,0,0,0,-0.0021,-0.0447,0.0426,-0.0203,0.0083
"SNP_A-2159215",0.0714,0,0,0,0,0,0.1511,-0.0785,-0.0514,-0.233,-0.0739
"SNP_A-1858570",0,0,0,-0.0434,0,0,-0.0243,-0.0609,0.035,-0.1114,-0.0047
"SNP_A-2143763",0,0,0,-0.0182,0,0,0.0308,-0.054,0.0232,-0.0925,0.0194
"SNP_A-1948720",0,0,-0.0146,0,0,0,-0.0333,-0.1385,0.0174,-0.31,-0.0309
"SNP_A-1830949",0,0,0.0528,0,0,0,-0.0613,-0.2072,0.0111,-0.0657,-0.0406
"SNP_A-8479119",-0.0163,0,0,0,0,0,0.0223,-0.0667,0.0794,-0.0806,-0.0018
"SNP_A-4256051",-0.0243,0,0,0,0,0,-0.0602,-0.054,0.0054,-0.035,0.0507
"SNP_A-8550015",-0.0189,0,0,0,0,0,-0.0042,0.0606,0.027,-0.1583,-0.0409
"SNP_A-2306784",-0.0207,0,0,0,0,0,0.0271,-0.0547,-0.0321,-0.1085,-0.064
"SNP_A-8611800",-0.0034,0,0,0,0,0,0.0333,-0.0126,-0.0856,-0.1348,0.0488
"SNP_A-4201328",0.0694,0,0,0,0,0,-0.0192,-0.0092,0.0072,-0.144,0.0941
"SNP_A-8594957",-0.0144,0,0,0,0,0,-0.0127,-0.1024,-0.017,-0.0834,-0.0515
"SNP_A-1791355",0,0.0471,0,0,0,0,0.0249,-0.0321,-0.0401,-0.038,-0.0504
"SNP_A-2186566",0,0,0,-0.0427,0,0,0.0486,-0.0351,0.0732,-0.0644,-0.0224
"SNP_A-1800914",0,0,0,0,0.0497,0,0.0298,-0.0517,0.0346,-0.0475,-0.0101
"SNP_A-8518927",0,0,0,0,0.1201,0,0.0514,-0.0259,-0.0489,-0.1495,-0.0079
"SNP_A-1786613",0,0,0,-0.0242,0,0,0.0422,-0.0138,-5e-04,-0.0168,0.0474
"SNP_A-1865735",0,0,0,0.0081,0,0,-0.1005,-0.1284,-0.0169,-0.0844,-0.0753
"SNP_A-4246554",0,0,0,0.0011,0,0,-0.0061,-0.0859,0.0124,-0.1274,0.0814
"SNP_A-2106281",0,0,0,-0.0147,0,0,0.0635,0.0417,0.0368,-0.1576,0.0164
"SNP_A-2001432",0,0,0,0.0625,0,0,0.0201,-0.0297,-0.0335,-0.1217,-0.0151
"SNP_A-4200256",0,0,0,-0.007,0,0,0.0334,-0.1898,-0.0471,-0.1067,-0.1196
"SNP_A-1851635",0,0,0,-0.0966,0,0,0.0205,-0.0486,-0.0528,-0.1523,0.0422
"SNP_A-2157590",0,0,0,-0.0466,0,0,0.0584,-0.0291,0.0093,-0.0225,-0.1367
"SNP_A-4204272",0,0,0,-0.0227,0,0,-0.0344,-0.0138,0.0937,-0.1751,0.0597
"SNP_A-8682541",0,0,0,0,-0.0464,0,-0.0463,-0.0013,7e-04,-0.1539,0.0548
"SNP_A-2222072",-0.0349,0.0177,0.0365,0,0,0,0.1172,-0.1011,0.0022,-0.0677,0.0347
"SNP_A-4272522",0,0,0,-0.0109,0,0,0.1143,-0.1098,0.0218,-0.0592,0.0848
"SNP_A-4234503",0,0.0357,0,0,0,0,-0.0476,-0.0337,-0.1415,-0.0695,-0.0549
"SNP_A-8381963",-0.0017,0,0,0,0,0,0.0157,-0.0223,-0.0182,-0.0989,-0.0349
"SNP_A-8513184",-0.0413,0,0,0,0,0,0.0696,-0.0335,-0.0614,0.005,0.0825
"SNP_A-1890415",-0.0458,0,0,0,0,0,0.0363,-0.0419,-0.1109,-0.0527,0.022
"SNP_A-8566311",0.1692,0,0,0,0,0,0.0188,-0.1017,-0.043,-0.1137,0.0129
"SNP_A-4234304",-0.013,0,0,0,0,0,0.005,-0.1172,0.0847,-0.1079,0.0525
"SNP_A-2145683",0,0,0,-0.0379,0,0,0.0397,-0.1391,-0.0963,-0.1325,2e-04
"SNP_A-1918656",0,0,0,0.0446,0,0,-0.024,-0.0283,0.0063,-0.0517,0.0833
"SNP_A-1835323",0,0,0,-0.0336,0,0,0.0046,-0.1047,-0.1276,-0.0938,0.1172
"SNP_A-2001466",0,0,-0.063,0.0356,0,0,-0.0133,-0.1111,0.0405,-0.076,0.0228
"SNP_A-8520307",0,0,0,0,0,-0.1129,0.0012,0.0012,0.1426,-0.0872,0.0237
"SNP_A-2001475",0,0,0,0,0,0.0638,-0.1076,-0.0162,-0.0088,-0.0121,-8e-04
"SNP_A-4222848",0.1943,0,0,0,0,0,-0.075,-0.0802,-0.0174,-0.0717,0.1751
"SNP_A-2249861",0,0,0,0,-0.1008,0,0.0776,-0.0495,0.0094,-0.209,-0.0992
"SNP_A-1798337",0,0,0,0,0,0.0719,-0.074,-0.1427,-0.0019,-0.1189,-0.0677
"SNP_A-8317311",0,0,0,-0.0969,0,0,-0.0154,-0.0433,0.0798,-0.0924,0.046
"SNP_A-8596484",0,0,0,-0.0258,0,0,-0.0677,-0.1663,-0.0179,-0.0738,0.0638
"SNP_A-8561380",0,0,0,0,0.0326,0,0.0057,-0.1143,-0.0326,-0.1112,-0.071
"SNP_A-8465362",0.083,0,0,0,0,0,0.0526,-0.1068,-0.1167,-0.0128,0.0673
