"","main","age","act","trans","ceraf","chol","age","act","trans","ceraf","chol"
"SNP_A-4256051",-0.2919,0,0,0,0,0,-0.1402,-0.7473,0.2798,-0.4049,0.547
"SNP_A-8550015",-0.2727,0,0,0,0,0,-0.1325,-0.729,0.2912,-0.3978,0.5713
"SNP_A-2306784",-0.2853,0,0,0,0,0,-0.1403,-0.7265,0.2938,-0.3934,0.5665
"SNP_A-8611800",-0.2916,0,0,0,0,0,-0.1417,-0.7461,0.3022,-0.3854,0.551
"SNP_A-2222072",0.3753,0,0,0,0,0,-0.1539,-0.7218,0.2946,-0.3896,0.5719
"SNP_A-8468211",0.2181,0,0,0,0,0,-0.1134,-0.7354,0.2797,-0.4199,0.5672
"SNP_A-8326862",0.2493,0,0,0,0,0,-0.1326,-0.7276,0.2897,-0.4181,0.5593
"SNP_A-4214504",-0.2288,0,0,0,0,0,-0.1508,-0.7216,0.2916,-0.3954,0.5735
"SNP_A-2025688",-0.2209,0,0,0,0,0,-0.1596,-0.7547,0.2871,-0.3916,0.5612
"SNP_A-8660164",-0.2162,0,0,0,0,0,-0.1525,-0.7448,0.291,-0.3983,0.5527
"SNP_A-8351259",-0.2242,0,0,0,0,0,-0.1485,-0.7499,0.2797,-0.3882,0.5646
"SNP_A-1915294",-0.266,0,0,0,0,0,-0.1551,-0.7399,0.2962,-0.3933,0.5607
"SNP_A-4214513",-0.2194,0,0,0,0,0,-0.1388,-0.7413,0.2765,-0.4092,0.5609
"SNP_A-8557180",-0.2809,0,0,0,0,0,-0.172,-0.7432,0.2858,-0.3933,0.5613
"SNP_A-1937392",-0.2364,0,0,0,0,0,-0.1358,-0.7528,0.2891,-0.3926,0.5653
"SNP_A-8381963",-0.336,0,0,0,0,0,-0.161,-0.742,0.281,-0.3926,0.5448
"SNP_A-1890415",0.236,0,0,0,0,0,-0.1434,-0.7629,0.2858,-0.3915,0.5532
"SNP_A-8566311",0.2396,0,0,0,0,0,-0.1535,-0.7584,0.2787,-0.3896,0.5661
"SNP_A-4234304",0.2578,0,0,0,0,0,-0.1511,-0.7575,0.2761,-0.3954,0.5651
"SNP_A-8290558",-0.2334,0,0,0,0,0,-0.1527,-0.7496,0.2763,-0.371,0.5628
"SNP_A-2005688",-0.2195,0,0,0,0,0,-0.1507,-0.7507,0.2977,-0.3764,0.576
"SNP_A-8610672",-0.2584,0,0,0,0,0,-0.1391,-0.7294,0.2943,-0.4006,0.5623
"SNP_A-4222848",-0.3625,0,0,0,0,0,-0.14,-0.7272,0.2778,-0.3894,0.57
"SNP_A-8369355",0.2388,0,0,0,0,0,-0.1487,-0.7347,0.2898,-0.3958,0.5463
"SNP_A-8310677",0.259,0,0,0,0,0,-0.1329,-0.7479,0.2965,-0.403,0.5601
"SNP_A-8289476",-0.2081,0,0,0,0,0,-0.1231,-0.7417,0.2812,-0.3982,0.5633
