"","main","age","act","trans","ceraf","chol","age","act","trans","ceraf","chol"
"SNP_A-1880455",-0.0581,0,0,0,0,0,0.0455,-0.0865,0.0277,-0.0287,-0.1448
"SNP_A-1894855",-0.137,0,0,0,0,0,-0.0299,-0.1909,-0.038,-0.0789,0.0535
"SNP_A-8444926",0.0816,0,0,0,0,0,0.0158,-0.0819,0.0365,-0.1292,0.024
"SNP_A-2005172",-0.052,0,0,0,0,0,0.084,-0.0959,0.0817,-0.0752,0.0341
"SNP_A-8378488",0.106,0,0,0,0,0,0.0119,-0.1405,-0.0101,-0.1039,-0.0135
"SNP_A-4256051",0.0149,0,0,0,0,0,-0.0535,-0.0613,0.037,-0.0197,0.046
"SNP_A-8550015",0.0974,0,0,0,0,0,0.018,-0.0855,-0.0022,-0.0171,0.1037
"SNP_A-2306784",-0.1116,0,0,0,0,0,-0.0074,-0.0042,-0.0197,-0.2182,0.2038
"SNP_A-8611800",-0.0344,0,0,0,0,0,-0.0371,-0.0925,0.0183,-0.0745,-0.0563
"SNP_A-8585429",-0.0251,0,0,0,0,0,-0.0348,-0.0525,-0.0813,-0.1746,0.0851
"SNP_A-2271884",0.0546,0,0,0,0,0,0.0708,-0.1071,-0.0824,-0.1731,0.0945
"SNP_A-1851523",0.0334,0,0,0,0,0,0.0886,-0.07,-0.0051,-0.1831,0.0786
"SNP_A-2132269",0.0788,0,0,0,0,0,0.0807,-0.0717,-0.0368,-0.0969,0.0527
"SNP_A-4272003",0.0776,0,0,0,0,0,0.0759,-0.0748,0.0311,-0.1724,-0.0684
