"","main","age","act","trans","ceraf","chol","age","act","trans","ceraf","chol"
"SNP_A-8443603",0,-0.2276,0,0,0,0,-0.1491,-0.7533,0.2723,-0.4008,0.5453
"SNP_A-2002897",0.2508,0,0,0,0,0,-0.1355,-0.7325,0.2754,-0.414,0.5778
"SNP_A-8547854",-0.2596,0,0,0,0,0,-0.1421,-0.7373,0.2787,-0.394,0.5617
"SNP_A-8482560",0,0,0,0,-0.262,0,-0.142,-0.7457,0.278,-0.4112,0.5671
"SNP_A-8292919",0,0,0,0.326,0,0,-0.1255,-0.748,0.2902,-0.3795,0.5548
"SNP_A-1954462",0,0,0,0,0,0.2677,-0.144,-0.7267,0.2844,-0.4059,0.5557
"SNP_A-4214057",0.2482,0,0,0,0,0,-0.1553,-0.7408,0.2707,-0.392,0.5549
"SNP_A-2177605",0.2501,0,0,0,0,0,-0.1509,-0.7342,0.2957,-0.3957,0.563
"SNP_A-2259649",0,-0.2316,0,0,0,0,-0.1482,-0.7365,0.2927,-0.3803,0.5753
"SNP_A-1824065",0,0,0,0,-0.2859,0,-0.1455,-0.7458,0.2929,-0.4007,0.5662
"SNP_A-1815878",0,-0.3696,0,0,0,0,-0.1451,-0.7389,0.2734,-0.3998,0.5431
"SNP_A-8376383",0,0.2644,0,0,0,0,-0.1424,-0.7532,0.2734,-0.396,0.5697
"SNP_A-2159215",0.2695,0,0,0,0,0,-0.1314,-0.7433,0.2779,-0.4014,0.5564
"SNP_A-4230412",0.2937,0,0,0,0,0,-0.1492,-0.7408,0.2847,-0.3885,0.5652
"SNP_A-4268689",0,0,0,0.2629,0,0,-0.1454,-0.7446,0.2802,-0.3957,0.5515
"SNP_A-1930417",0,0,0,0.2683,0,0,-0.1433,-0.7476,0.2928,-0.39,0.5609
"SNP_A-8587988",0,0,0,0,0,0.2591,-0.1509,-0.7363,0.2647,-0.4071,0.5548
"SNP_A-8316539",0,0,0,0,0,0.2554,-0.1521,-0.7332,0.2567,-0.4113,0.5454
"SNP_A-4235545",0,0,0,0,-0.2573,0,-0.1434,-0.7295,0.294,-0.4168,0.5505
"SNP_A-2143763",0,0,0,0.2352,0,0,-0.1541,-0.7265,0.277,-0.3916,0.5743
"SNP_A-1948720",0,0,0.3165,0,0,0,-0.1366,-0.7485,0.2721,-0.3998,0.551
"SNP_A-8567790",0,0,0.2971,0,0,0,-0.144,-0.738,0.2743,-0.3997,0.5375
"SNP_A-1830949",0,0,0.3068,0,0,0,-0.146,-0.7538,0.2792,-0.398,0.5484
"SNP_A-4253290",0,0,0,0.2558,0,0,-0.1532,-0.7565,0.2702,-0.3977,0.5572
"SNP_A-8364480",0,0,0,0.2441,0,0,-0.1484,-0.7343,0.2878,-0.3996,0.5682
"SNP_A-4256051",-0.2778,0,0,0,0,0,-0.1525,-0.7408,0.2892,-0.402,0.5728
"SNP_A-8550015",-0.2747,0,0,0,0,0,-0.1349,-0.7306,0.28,-0.4034,0.5725
"SNP_A-2306784",-0.2853,0,0,0,0,0,-0.1494,-0.738,0.2829,-0.3932,0.5476
"SNP_A-8611800",-0.2983,0,0,0,0,0,-0.146,-0.7178,0.2906,-0.3921,0.5549
"SNP_A-2186566",0,0,0,-0.2538,0,0,-0.1534,-0.7347,0.2935,-0.4199,0.5477
"SNP_A-4256636",0,0,0,0,-0.23,0,-0.1526,-0.7454,0.2902,-0.3918,0.5686
"SNP_A-8404837",0,0,0,0,-0.2541,0,-0.1356,-0.7465,0.2845,-0.3984,0.5472
"SNP_A-1809873",0,0,0,0,-0.2625,0,-0.1342,-0.7502,0.2897,-0.4052,0.5484
"SNP_A-2096450",0,0,0,0,-0.2445,0,-0.124,-0.7504,0.2745,-0.3959,0.5577
"SNP_A-1800914",0,0,0,0,-0.2894,0,-0.1178,-0.7627,0.2951,-0.3916,0.5532
"SNP_A-8288738",0,0,0,0,-0.3087,0,-0.1447,-0.7494,0.2758,-0.4184,0.5574
"SNP_A-8518927",0,0,0,0,-0.2732,0,-0.131,-0.7335,0.2852,-0.4271,0.5675
"SNP_A-2180265",0,0,0,0,-0.241,0,-0.1398,-0.7388,0.2744,-0.4292,0.545
"SNP_A-2281908",0,0,0,0,-0.2765,0,-0.1402,-0.7442,0.2881,-0.433,0.5671
"SNP_A-1851635",0,0,0,-0.2935,0,0,-0.1274,-0.7437,0.2967,-0.3912,0.5803
"SNP_A-2157590",0,0,0,-0.3071,0,0,-0.1276,-0.7282,0.2892,-0.3857,0.5545
"SNP_A-4204272",0,0,0,-0.3155,0,0,-0.1203,-0.7367,0.2855,-0.3959,0.567
"SNP_A-8682541",0,0,0,0,-0.2547,0,-0.1423,-0.7316,0.2743,-0.4256,0.5733
"SNP_A-2222072",0.3685,0,0,0,0,0,-0.1537,-0.7314,0.2819,-0.3822,0.5668
"SNP_A-8293646",0,0,0,-0.2617,0,0,-0.1544,-0.7336,0.2701,-0.392,0.5822
"SNP_A-8326862",0.2524,0,0,0,0,0,-0.1396,-0.7279,0.2726,-0.403,0.5578
"SNP_A-1915294",-0.2768,0,0,0,0,0,-0.1566,-0.7458,0.2819,-0.3915,0.5705
"SNP_A-8557180",-0.2762,0,0,0,0,0,-0.1545,-0.7292,0.2771,-0.3997,0.5723
"SNP_A-1937392",-0.2401,0,0,0,0,0,-0.1491,-0.7357,0.2824,-0.3978,0.5683
"SNP_A-8381963",-0.3374,0,0,0,0,0,-0.1574,-0.7637,0.2881,-0.3947,0.56
"SNP_A-4234304",0.2709,0,0,0,0,0,-0.1438,-0.7464,0.2846,-0.3805,0.5497
"SNP_A-8610672",-0.2549,0,0,0,0,0,-0.1424,-0.7296,0.2791,-0.3883,0.5747
"SNP_A-2145683",0,-0.2627,0,0,0,0,-0.1445,-0.7583,0.2739,-0.3918,0.562
"SNP_A-1918656",0,-0.2607,0,0,0,0,-0.133,-0.7546,0.2888,-0.3858,0.5749
"SNP_A-1835323",0,-0.2835,0,0,0,0,-0.1527,-0.7533,0.2817,-0.3957,0.5795
"SNP_A-2001466",0,-0.2458,0,0,0,0,-0.141,-0.7578,0.2827,-0.4022,0.5672
"SNP_A-8520307",0,0,0,0,0,0.2844,-0.1439,-0.7563,0.2763,-0.3822,0.5476
"SNP_A-2001475",0,0,0,0,0,0.3645,-0.1444,-0.7384,0.2805,-0.3734,0.5479
"SNP_A-4222848",-0.3544,0,0,0,0,0,-0.1639,-0.7474,0.2672,-0.3857,0.5593
"SNP_A-1798337",0,0,0,0,0,0.277,-0.1285,-0.7354,0.3017,-0.3974,0.5362
"SNP_A-8310677",0.2728,0,0,0,0,0,-0.1434,-0.7417,0.2905,-0.3864,0.559
"SNP_A-4260319",0,-0.2608,0,0,0,0,-0.1494,-0.7429,0.2745,-0.3937,0.5596
"SNP_A-2096254",0,0,0,-0.2834,0,0,-0.1464,-0.7468,0.2651,-0.3966,0.5529
