"","main","age","act","trans","ceraf","chol","age","act","trans","ceraf","chol"
"SNP_A-2204654",0,1.062,0,0,0,0,-0.489,-1.5447,0.6928,-1.0419,1.212
"SNP_A-2065145",0,1.0788,0,0,0,0,-0.5561,-1.4903,0.6875,-1.0671,1.1891
"SNP_A-2246503",0,1.082,0,0,0,0,-0.5573,-1.4575,0.701,-1.0248,1.1653
"SNP_A-8477396",0,1.0098,0,0,0,0,-0.5239,-1.4943,0.6872,-0.9888,1.222
"SNP_A-2120757",0,1.0571,0,0,0,0,-0.548,-1.539,0.6361,-0.9673,1.1774
"SNP_A-4229992",0,0,0,1.0801,0,0,-0.521,-1.4448,0.7279,-1.0155,1.12
"SNP_A-2022867",0,0,0,-1.1399,0,0,-0.4636,-1.4295,0.6977,-1.0656,1.2216
"SNP_A-1922103",0,1.055,0,0,0,0,-0.5513,-1.4826,0.688,-1.0077,1.1445
"SNP_A-8533839",0,0,0,0,0,-1.076,-0.571,-1.4645,0.5989,-0.9421,1.1567
"SNP_A-8649097",0,0,0,1.1031,0,0,-0.5399,-1.3808,0.6475,-0.9467,1.1607
"SNP_A-8408230",0,0,0,1.0582,0,0,-0.4418,-1.4732,0.6995,-1.0528,1.0658
"SNP_A-2120632",0,0,0,1.203,0,0,-0.4934,-1.4308,0.708,-1.0037,1.1325
"SNP_A-2242918",0,0,0,1.1225,0,0,-0.5614,-1.4566,0.6812,-0.9567,1.1073
"SNP_A-4224965",0,0,0,0,0,-1.1422,-0.5403,-1.4206,0.6867,-1.006,1.2049
"SNP_A-8672769",0,0,0,0,0,-1.0791,-0.5096,-1.4925,0.6936,-0.9994,1.1415
"SNP_A-1846367",0,0,0,0,0,-1.0709,-0.5079,-1.4334,0.7089,-1.0615,1.162
"SNP_A-8471872",0,0,0,0,1.0627,0,-0.4833,-1.4334,0.7539,-0.985,1.1598
"SNP_A-1926786",0,0,0,0,0,1.1495,-0.5257,-1.4255,0.6525,-0.9811,1.1167
"SNP_A-8695418",0,0,0,0,0,1.1192,-0.4448,-1.4539,0.6797,-1.056,1.11
"SNP_A-8582889",0,0,0,0,0,1.1524,-0.4875,-1.404,0.7334,-1.0218,1.1284
"SNP_A-1913307",0,0,0,0,0,-1.0335,-0.4969,-1.474,0.7151,-1.0151,1.1632
"SNP_A-8635528",0,0,0,0,0,-1.0611,-0.5905,-1.4995,0.6447,-1.008,1.1822
"SNP_A-8334398",0,0,0,-1.09,0,0,-0.5287,-1.443,0.8033,-0.9915,1.2386
"SNP_A-2059986",0,0,0,1.1143,0,0,-0.5131,-1.4505,0.7534,-1.0656,1.152
"SNP_A-2301597",-1.0873,0,0,0,0,0,-0.5472,-1.4398,0.7407,-0.9582,1.2374
"SNP_A-8704523",0,0,0,-1.1323,0,0,-0.5099,-1.4892,0.8059,-1.0292,1.2094
"SNP_A-2236836",0,0,0,-1.1808,0,0,-0.5727,-1.4594,0.7824,-1.0207,1.1943
"SNP_A-8398157",0,0,0,-1.1598,0,0,-0.553,-1.4592,0.7816,-0.9555,1.1217
"SNP_A-8701837",-1.1132,0,0,0,0,0,-0.6168,-1.5067,0.7333,-0.9552,1.194
"SNP_A-8396625",-1.0722,0,0,0,0,0,-0.5865,-1.4852,0.7063,-1.0404,1.1583
"SNP_A-8336165",-1.0907,0,0,0,0,0,-0.5764,-1.522,0.6817,-1.0384,1.2257
"SNP_A-8292763",0,0,0,1.2382,0,0,-0.5603,-1.3892,0.8244,-1.0019,1.1745
"SNP_A-4252045",0,0,0,0,0,1.1318,-0.5323,-1.4361,0.6767,-1.0271,1.0936
"SNP_A-1881263",0,0,0,1.092,0,0,-0.6273,-1.482,0.6492,-0.9888,1.2802
"SNP_A-8475547",0,0,0,1.0886,0,0,-0.5955,-1.4422,0.6748,-1.019,1.2524
"SNP_A-4275761",0,0,0,0,0,-1.0578,-0.5481,-1.5083,0.6398,-0.9983,1.232
"SNP_A-1903039",0,0,0,0,0,-1.0459,-0.5243,-1.4333,0.6326,-0.9719,1.2161
"SNP_A-8389986",0,0,0,0,0,-1.2077,-0.501,-1.4297,0.6771,-1.0317,1.2367
"SNP_A-8644957",0,0,0,0,0,-1.2341,-0.487,-1.4288,0.6459,-0.997,1.2108
