"","main","age","act","trans","ceraf","chol","age","act","trans","ceraf","chol"
"SNP_A-2220728",0.0125,0,0,0,0,0,-0.036,0.0206,-0.0206,0.0241,-0.0094
"SNP_A-2058583",-0.0196,0,0,0,0,0,-0.005,-0.04,-0.0279,-0.0193,0.0182
"SNP_A-8350200",-0.0434,0,0,0,0,0,0.0315,0.0138,-0.004,-0.0078,-0.0327
"SNP_A-1937837",0.0083,0,0,0,0,0,0.0291,-0.0255,-0.0102,0.0315,-0.0369
"SNP_A-8308212",-0.0293,0,0,0,0,0,0.0186,-0.0131,0.0271,-0.0646,-0.0506
"SNP_A-8326063",-0.0254,0,0,0,0,0,-0.0134,-0.0121,-0.0134,-0.0155,-0.017
"SNP_A-2238430",0.0353,0,0,0,0,0,0.0386,-0.0143,-0.0017,-0.0626,0.0062
"SNP_A-1944276",-0.0075,0,0,0,0,0,0.0458,0.0712,-0.0158,0.0063,0.0019
"SNP_A-1834608",0.0974,0,0,0,0,0,-0.0125,-0.0609,0.0276,-0.0097,0.0014
"SNP_A-8587878",0.038,0,0,0,0,0,0.0074,0.0143,0.0085,-0.0241,0.0439
"SNP_A-2004780",0.0299,0,0,0,0,0,0.0255,0.0158,-0.0127,-0.0224,0.0361
"SNP_A-8586153",0.0166,0,0,0,0,0,0.0205,0.0383,-0.0093,-0.0292,-0.0187
"SNP_A-2004960",0.0055,0,0,0,0,0,-0.0358,0.0092,-0.0181,-0.0215,0.0128
"SNP_A-1955717",0.0346,0,0,0,0,0,-0.028,0.0308,0.0068,0.0105,0.0514
"SNP_A-8518041",0.0236,0,0,0,0,0,-0.0399,4e-04,0.0068,-0.017,-0.0054
"SNP_A-8497137",0.0138,0,0,0,0,0,-0.0015,-0.097,-0.0344,-0.0788,-0.0047
"SNP_A-8325168",0.0146,0,0,0,0,0,0.0217,-0.0365,-0.0293,-0.0226,0.0346
"SNP_A-4293322",0.003,0,0,0,0,0,-0.0458,-0.0242,0.0299,-0.0316,-0.0111
"SNP_A-1822398",0.0122,0,0,0,0,0,-0.0312,0.0178,-0.0179,-0.0047,-0.0165
"SNP_A-4207146",-0.0038,0,0,0,0,0,0.0081,-0.0414,-0.0367,-0.0621,-0.0291
"SNP_A-1954687",-0.0566,0,0,0,0,0,0.0204,-0.0095,0.0218,-0.0221,-0.0013
"SNP_A-8481190",-5e-04,0,0,0,0,0,-0.0103,-0.0049,-4e-04,-0.0177,0.0253
"SNP_A-8682541",0.0242,0,0,0,0,0,0.0266,0.0081,-0.0052,-0.0114,0.0103
"SNP_A-8536745",-0.018,0,0,0,0,0,0.0425,-0.0434,0.0319,-0.0217,0.0254
"SNP_A-8641769",-0.0298,0,0,0,0,0,-0.0249,0.0213,-0.0217,-0.0351,-0.0065
"SNP_A-4297970",-0.0358,0,0,0,0,0,0.0346,-0.049,0.0228,-0.01,-0.0531
"SNP_A-1857229",-0.0136,0,0,0,0,0,-0.0253,0.0243,-0.0068,-0.0268,-0.0339
"SNP_A-1873874",-0.0183,0,0,0,0,0,-0.07,0.0086,-0.0805,-0.0523,-0.0095
"SNP_A-1929025",-0.0971,0,0,0,0,0,-0.0329,-0.0062,-0.0121,-0.0241,-0.0428
"SNP_A-8364918",0.0214,0,0,0,0,0,-0.0172,0.0083,-0.0453,-0.0409,-0.006
"SNP_A-2119308",0.0033,0,0,0,0,0,-0.0171,0.0113,0.001,0.0247,-0.0685
"SNP_A-2001496",-0.0258,0,0,0,0,0,-0.0044,0.0074,-0.0254,-0.0382,0.0112
"SNP_A-1802166",0.0284,0,0,0,0,0,-0.0123,0.0412,0.019,-0.0858,-0.065
"SNP_A-2218546",0.0243,0,0,0,0,0,-0.0119,-0.0119,0.036,-0.0444,0.0086
"SNP_A-8544445",0.0022,0,0,0,0,0,0.012,0.011,0.0104,-0.0268,0.0048
"SNP_A-8691867",-0.0204,0,0,0,0,0,0.0141,0.0056,-0.0392,-0.0809,0.003
"SNP_A-8515604",0.005,0,0,0,0,0,-0.0255,0.0266,0.0255,-0.0502,-0.0206
"SNP_A-8334755",-0.0064,0,0,0,0,0,-0.0276,-0.0135,-0.0015,-0.0534,-0.0352
"SNP_A-8592357",-0.0069,0,0,0,0,0,-0.0329,-0.0274,-0.0017,-0.0395,0.0099
"SNP_A-2270211",-0.0333,0,0,0,0,0,0.0711,0.0349,-0.016,-0.0262,0.0238
"SNP_A-2170584",-0.0014,0,0,0,0,0,-0.0137,-0.0364,-0.0011,-0.0635,-0.0037
"SNP_A-2301597",-7e-04,0,0,0,0,0,-0.0133,5e-04,0.0127,-0.0496,0.0084
"SNP_A-2140836",-0.0373,0,0,0,0,0,-0.0031,8e-04,0.0134,-0.0301,-0.0068
"SNP_A-4273969",0.0365,0,0,0,0,0,-0.0066,-0.0146,0.0372,0.0192,-0.041
"SNP_A-8704523",0.0257,0,0,0,0,0,-0.0519,-0.0145,-3e-04,-0.0123,0.0027
"SNP_A-1824920",-0.0448,0,0,0,0,0,-0.0125,0.0065,0.0229,0.0526,-0.0354
"SNP_A-2089655",0.0259,0,0,0,0,0,-0.0111,-0.0273,-0.0683,0.036,0.0503
"SNP_A-8701837",-0.042,0,0,0,0,0,-0.0439,0.0071,3e-04,0.0136,-0.0175
"SNP_A-8396625",-0.0205,0,0,0,0,0,-6e-04,-0.0788,0.009,-0.0417,-0.0126
"SNP_A-8336165",0.0209,0,0,0,0,0,3e-04,3e-04,0.0142,-0.0026,0.0181
"SNP_A-8544741",-0.0238,0,0,0,0,0,6e-04,-0.0084,-0.0146,-0.0033,-0.0194
"SNP_A-8602195",0.0146,0,0,0,0,0,-5e-04,-0.0112,-0.046,-0.0418,-0.0125
