"","main","age","act","trans","ceraf","chol","age","act","trans","ceraf","chol"
"SNP_A-2097058",0,0,0,0,0,0.0036,0.067,-0.1068,-0.0521,-0.1691,-0.0536
"SNP_A-8492959",-0.0345,0,0,0,0,0,-0.0347,-0.0038,-0.0223,-0.1352,-0.052
"SNP_A-4231490",0,0,-0.041,0,0,0,0.0194,-0.2146,-0.0416,-0.1489,0.0285
"SNP_A-1802835",0,-0.028,0,0,0,0,-0.0178,0.001,0.0771,-0.0998,0.0352
"SNP_A-1871973",0,0.0848,0,0,0,0,-0.0541,-0.0837,-0.0729,-0.1407,-0.0131
"SNP_A-1815878",0,-0.0176,0,0,0,0,0.048,-0.078,-0.05,-0.1316,0.0029
"SNP_A-4268666",0,-0.03,0,0,0,0,0.001,-0.0142,-0.0328,-0.0764,-0.0078
"SNP_A-8711582",0,0.0013,0,0,0,0,0.0457,-0.1221,0.0166,-0.1247,0.0292
"SNP_A-8655239",0,0.0082,0,0,0,0,-0.0586,-0.049,0.0652,-0.1078,-0.0536
"SNP_A-2277059",0,0.1199,0,0,0,0,0.0096,-0.1101,-0.0445,-0.188,-0.0533
"SNP_A-4218879",0,-3e-04,0,0,0,0,0.1222,-0.1117,0.029,-0.147,-0.0945
"SNP_A-4289744",0,-4e-04,0,0,0,0,-0.0705,-0.0689,-0.0606,-0.0976,-0.0106
"SNP_A-2288770",0,-0.0259,0,0,0,0,0.0296,-0.1427,-0.0056,-0.0137,0.0425
"SNP_A-2091685",0,0.0282,0,0,0,0,-0.0575,-0.076,-0.0325,-0.0084,-0.1307
"SNP_A-4198754",0,0,-0.0535,0,0,0,0.0976,-0.2219,0.1075,-0.1681,0.0169
"SNP_A-8599668",0,0,0,0,0.0471,0,-0.0203,-0.0612,0.0072,-0.2043,0.1162
"SNP_A-8287476",-0.0845,0,0,0,0,0,-0.0037,0.0018,0.0907,-0.1616,-0.03
"SNP_A-2032365",-0.0392,0,0,0,0,0,-0.0869,-0.0515,0.0582,-0.1868,0.0444
"SNP_A-2005327",0,0,0,0.0214,0,0,0.0346,-0.0517,-0.0064,-0.1048,0.0221
"SNP_A-2197044",0,0,0,-0.026,0,0,-0.0443,-0.0349,-0.0626,-0.059,0.0218
"SNP_A-1851635",0,0,0,-0.0501,0,0,0.0401,-0.0773,0.0196,-0.0722,-0.0505
"SNP_A-2157590",0,0,0,-0.0297,0,0,0.0767,0.0032,0.0366,-0.0101,0.0105
"SNP_A-4289179",0,0,0,0.0341,0,0,-0.0699,-0.1003,-0.0522,-0.07,-0.074
"SNP_A-2302473",0,0,0,-0.1103,0,0,0.0654,-0.0854,-0.0363,-0.1321,-0.038
"SNP_A-2107591",0,0,0,0.001,0,0,0.0789,-0.0396,0.0241,-0.2119,0.0198
"SNP_A-2005330",0,0,0,-0.1143,0,0,0.0726,-0.1665,0.0046,-0.0727,-0.0269
"SNP_A-2137030",0,0,0,0.0275,0,0,-0.0411,-0.0982,-0.0032,-0.0738,-0.0619
"SNP_A-2111200",0,0,0,-0.0306,0,0,-0.0125,-0.0814,-0.0163,-0.1098,-0.043
"SNP_A-1920997",0,0,0,-0.0294,0,0,0.037,-0.0584,-0.0487,-0.1119,-0.12
"SNP_A-4204272",0,0,0,-0.0327,0,0,0.0307,-0.0502,-0.0591,-0.148,-0.0231
"SNP_A-8646971",0,0,0,-0.0407,0,0,-0.0254,-0.1173,-0.0457,-0.1083,-0.0448
"SNP_A-1820379",0,0,0,0.002,0,0,0.045,-0.0779,-0.1143,-0.1774,0.0539
"SNP_A-2222072",0.0436,0,0,0,0,0,0.0529,-0.1349,-0.0468,-0.0814,0.0816
"SNP_A-8706646",0,-0.064,0,0,0,0,-0.0816,-0.0279,0.0086,-0.0597,0.0193
"SNP_A-4206842",-0.0565,0,0,0,0,0,-0.0605,-0.0079,0.0508,-0.0548,-0.0422
"SNP_A-4234304",-0.0578,0,0,0,0,0,-0.0274,-0.0943,-0.0428,-0.1914,0.0048
"SNP_A-8367373",0,0,0,0.007,0,0,0.0825,-0.0611,-0.1371,0.0293,0.0056
"SNP_A-8388726",0,0,0,0.0647,0,0,0.0195,-0.0628,-0.0109,-0.0649,-0.0112
"SNP_A-8520307",0,0,0,0,0,0.0579,-0.0524,-0.0999,0.0624,-0.0473,-0.0023
"SNP_A-2001475",0,0,0,0,0,-0.0819,-0.0602,-0.063,-0.1473,-0.2184,0.0082
"SNP_A-8310678",0,0,0,0,0,-0.0321,-0.0903,-0.1014,0.0183,-0.0736,-0.0809
"SNP_A-1864072",0,0,0,0,0,-0.0519,-0.0196,-0.0398,0.0756,-0.1052,-0.1015
"SNP_A-8291102",0,0,0,0,0,0.042,0.055,-0.1322,0.0837,-0.0973,0.0205
"SNP_A-2274972",0,0,0,0,0,-0.0638,0.0637,-0.0362,-0.0381,-0.0593,-0.0045
"SNP_A-2005802",0,0,0,0,0,0.0965,-0.0058,-0.0238,-0.082,-0.1063,-0.137
"SNP_A-2165321",0,0,0,0,0,0.0523,-0.049,-0.1288,-0.0252,-0.0848,-0.0512
"SNP_A-8434868",0,0.0587,0,0,0,0.002,-0.0029,-0.0863,0.0579,-0.0713,-0.0546
"SNP_A-2236256",0,0,0,0,-0.1048,0,-0.0243,-0.0432,-0.0309,-0.1795,0.0225
"SNP_A-1798337",0,0,0,0,0,-0.0646,-0.039,-0.0815,-0.076,-0.1107,-0.0171
"SNP_A-1899395",0.0497,0,0,0,0,0,0.0094,0.0522,0.036,-0.036,-0.0604
"SNP_A-2181744",0.0669,0,0,0,0,0,0.0152,0.0048,-0.0527,-0.102,0.0571
"SNP_A-1839723",0.0207,0,-0.0874,0,0,0,-0.0052,-0.1115,0.0886,-0.1079,-0.0972
"SNP_A-2001504",-0.0876,0,-0.0121,0,0,0,-0.0982,-0.1347,-0.0268,-0.0282,0.031
"SNP_A-8654745",0.0036,0,0,0,0,0,-0.0069,0.0265,-0.0566,-0.0949,0.0122
"SNP_A-2006196",0,0,0,0,0,0.0079,-0.1781,-0.047,-0.0505,-0.098,-0.0102
"SNP_A-8356280",0,0,0,-0.039,0,0,-0.0024,-0.0894,-0.0248,-7e-04,-0.0094
"SNP_A-1947803",0,0.06,0,0,0,0,-0.0108,-0.1395,-0.0106,-0.0392,-0.0369
"SNP_A-8336635",0,0,0,0,0,0.0275,-0.0333,-0.104,0.001,-0.0936,-0.0334
"SNP_A-4269014",0,0,0,-0.0351,0,0,-0.0166,-0.065,-0.0408,-0.0471,0.0314
"SNP_A-8457176",0,0,0,0,0,-0.1332,0.0143,-0.0606,-0.02,-0.084,-0.0535
"SNP_A-8715858",0,-0.0105,0,0,0,0,0.0407,-0.0812,-0.0628,-0.0822,-0.0269
"SNP_A-1899288",0,0.0552,0,0,0,0,-0.0573,0.0544,0.0163,-0.1282,0.0295
"SNP_A-8644996",0,0.0188,0,0,0,0,0.193,-0.0887,-0.036,-0.0944,0.0951
"SNP_A-2090642",0,-0.0729,0,0,0,0,0.0292,-0.0884,-0.0216,-0.057,-0.0388
"SNP_A-8488584",0,-0.0015,0,0,0,0,-0.1079,-0.1111,-0.0461,-0.035,-0.1121
"SNP_A-8359808",0,0.014,0,0,0,0,0.0107,0.0046,0.0358,-0.0557,0.0063
"SNP_A-2084159",-0.0513,0.0093,0,0,0,0,-0.0068,-0.0558,-0.0214,-0.1235,-0.0188
"SNP_A-2153523",-0.0072,0,0,0,0,0,0.0166,-0.126,-0.0127,-0.0521,-0.0274
"SNP_A-8344223",0,0,0,0,-0.0761,0,0.0499,0.0745,-0.0233,-0.1117,0.0152
"SNP_A-8627477",0.0417,0,0,0,0,0,0.0051,-0.0266,-0.0542,-0.1517,-0.0589
"SNP_A-1860582",0,0,0,0.0327,0,0,0.0632,-0.116,-0.0382,-0.0492,0.0447
"SNP_A-8493506",0,0,0,0,0,0.0107,-0.0135,-0.1227,0.0881,-0.1754,0.0627
