"","main","age","act","trans","ceraf","chol","age","act","trans","ceraf","chol"
"SNP_A-8703405",-0.2867,0,0,0,0,0,-0.1621,-0.7577,0.2837,-0.3952,0.5697
"SNP_A-8639737",0.2761,0,0,0,0,0,-0.1429,-0.7433,0.2676,-0.3889,0.5548
"SNP_A-8291317",0.2177,0,0,0,0,0,-0.1351,-0.7392,0.2876,-0.3996,0.5707
"SNP_A-2002897",0.2594,0,0,0,0,0,-0.1293,-0.7505,0.278,-0.4024,0.5548
"SNP_A-2176622",-0.2582,0,0,0,0,0,-0.1392,-0.7501,0.2971,-0.4076,0.5514
"SNP_A-8367452",0,0,0,0,0,0.366,-0.1499,-0.7289,0.3008,-0.3756,0.5685
"SNP_A-8492959",0.2367,0,0,0,0,0,-0.1549,-0.7433,0.3045,-0.3843,0.5562
"SNP_A-8431447",0.2481,0,0,0,0,0,-0.1482,-0.7315,0.2738,-0.3948,0.5571
"SNP_A-4248509",0.2447,0,0,0,0,0,-0.1495,-0.7383,0.2803,-0.3912,0.5512
"SNP_A-8288593",-0.2747,0,0,0,0,0,-0.1491,-0.7405,0.2833,-0.392,0.5494
"SNP_A-8411763",-0.2906,0,0,0,0,0,-0.1411,-0.7347,0.2868,-0.3977,0.5592
"SNP_A-1914730",-0.2868,0,0,0,0,0,-0.1522,-0.7432,0.299,-0.3986,0.5421
"SNP_A-2179819",-0.2831,0,0,0,0,0,-0.1379,-0.7365,0.2916,-0.3965,0.5794
"SNP_A-2003545",-0.2782,0,0,0,0,0,-0.1507,-0.7249,0.2991,-0.3838,0.5529
"SNP_A-8426675",-0.2588,0,0,0,0,0,-0.1298,-0.7523,0.2639,-0.3782,0.5513
"SNP_A-4253735",-0.2651,0,0,0,0,0,-0.1391,-0.7541,0.2754,-0.393,0.5498
"SNP_A-2003560",-0.254,0,0,0,0,0,-0.1292,-0.7423,0.2784,-0.386,0.5627
"SNP_A-2305399",-0.2423,0,0,0,0,0,-0.1484,-0.7501,0.275,-0.39,0.5505
"SNP_A-4214057",0.2515,0,0,0,0,0,-0.1613,-0.7353,0.2985,-0.3941,0.5677
"SNP_A-8290458",0,-0.3459,0,0,0,0,-0.1385,-0.741,0.2851,-0.3915,0.5494
"SNP_A-8290460",-0.3034,0,0,0,0,0,-0.1576,-0.729,0.2731,-0.4062,0.5619
"SNP_A-2034604",0.3009,0,0,0,0,0,-0.1374,-0.7383,0.2707,-0.3921,0.5574
"SNP_A-8711582",0,0.3747,0,0,0,0,-0.1725,-0.7402,0.2644,-0.3902,0.571
"SNP_A-2277059",0,0.344,0,0,0,0,-0.1517,-0.7269,0.2839,-0.3948,0.5604
"SNP_A-2288770",0,0.3496,0,0,0,0,-0.1642,-0.7241,0.2851,-0.3944,0.5763
"SNP_A-8317238",0,0.3313,0,0,0,0,-0.144,-0.7303,0.2662,-0.406,0.5485
"SNP_A-8552162",0.274,0,0,0,0,0,-0.1374,-0.7556,0.2961,-0.4,0.5728
"SNP_A-4230412",0.2909,0,0,0,0,0,-0.1362,-0.7397,0.2782,-0.3774,0.5563
"SNP_A-4247893",0.3348,0,0,0,0,0,-0.1518,-0.7457,0.2886,-0.3705,0.5764
"SNP_A-1900537",0.3272,0,0,0,0,0,-0.1521,-0.7423,0.2858,-0.3749,0.5609
"SNP_A-2090742",0.3368,0,0,0,0,0,-0.1392,-0.7253,0.283,-0.3745,0.5776
"SNP_A-2026527",0.3161,0,0,0,0,0,-0.1422,-0.742,0.2793,-0.3957,0.5632
"SNP_A-4252275",0.3025,0,0,0,0,0,-0.1543,-0.7623,0.2614,-0.3987,0.5593
"SNP_A-4268688",0.3103,0,0,0,0,0,-0.1403,-0.7519,0.2767,-0.3822,0.5626
"SNP_A-2053089",0.3273,0,0,0,0,0,-0.1403,-0.7555,0.2935,-0.3809,0.5604
"SNP_A-8587098",0.28,0,0,0,0,0,-0.1294,-0.7556,0.2828,-0.3915,0.5627
"SNP_A-8287476",-0.2438,0,0,0,0,0,-0.1389,-0.7542,0.2554,-0.3888,0.5505
"SNP_A-8496257",0.2756,0,0,0,0,0,-0.1458,-0.7379,0.2818,-0.3933,0.565
"SNP_A-4271540",-0.3101,0,0,0,0,0,-0.1479,-0.7424,0.2947,-0.36,0.5521
"SNP_A-1911173",-0.3109,0,0,0,0,0,-0.1551,-0.7406,0.2874,-0.3876,0.5521
"SNP_A-1881968",-0.3179,0,0,0,0,0,-0.14,-0.7352,0.2851,-0.3874,0.5453
"SNP_A-1878110",-0.3271,0,0,0,0,0,-0.1404,-0.7556,0.3045,-0.3904,0.5792
"SNP_A-2152131",-0.3126,0,0,0,0,0,-0.1466,-0.7379,0.2826,-0.3947,0.539
"SNP_A-1931803",-0.3073,0,0,0,0,0,-0.1482,-0.7307,0.2794,-0.3943,0.5472
"SNP_A-8287484",-0.2771,0,0,0,0,0,-0.1393,-0.7613,0.2728,-0.3954,0.5447
"SNP_A-1790371",-0.3078,0,0,0,0,0,-0.1425,-0.7321,0.2877,-0.3872,0.5488
"SNP_A-8461486",-0.2755,0,0,0,0,0,-0.1595,-0.7473,0.3029,-0.4036,0.5566
"SNP_A-8550015",-0.285,0,0,0,0,0,-0.1307,-0.7268,0.2924,-0.3879,0.5585
"SNP_A-2306784",-0.2836,0,0,0,0,0,-0.1257,-0.7333,0.2991,-0.4115,0.5609
"SNP_A-2032365",-0.2987,0,0,0,0,0,-0.147,-0.7362,0.3004,-0.4002,0.5645
"SNP_A-8611800",-0.3003,0,0,0,0,0,-0.1414,-0.7255,0.2953,-0.3916,0.5632
"SNP_A-1887867",-0.2866,0,0,0,0,0,-0.1294,-0.7299,0.284,-0.389,0.5402
"SNP_A-8304257",-0.297,0,0,0,0,0,-0.1319,-0.7303,0.2849,-0.4108,0.5602
"SNP_A-2181992",0.3096,0,0,0,0,0,-0.1365,-0.7385,0.2815,-0.3953,0.547
"SNP_A-8350110",0.3095,0,0,0,0,0,-0.1263,-0.7556,0.2941,-0.3979,0.5432
"SNP_A-8288725",0.2639,0,0,0,0,0,-0.129,-0.7364,0.2953,-0.3928,0.5494
"SNP_A-4221901",0.2416,0,0,0,0,0,-0.1486,-0.7385,0.2717,-0.3941,0.5476
"SNP_A-8701171",0.2538,0,0,0,0,0,-0.151,-0.7307,0.3144,-0.3886,0.5684
"SNP_A-2226166",0.2454,0,0,0,0,0,-0.1491,-0.7519,0.2709,-0.391,0.5613
"SNP_A-2187575",0.2673,0,0,0,0,0,-0.1602,-0.7268,0.2883,-0.3859,0.5712
"SNP_A-2005330",0,0,0,-0.3129,0,0,-0.1126,-0.7339,0.2928,-0.4039,0.5604
"SNP_A-2222072",0.3735,0,0,0,0,0,-0.1485,-0.733,0.2743,-0.4051,0.5595
"SNP_A-4268845",0.2701,0,0,0,0,0,-0.1407,-0.7267,0.2924,-0.395,0.5493
"SNP_A-2005399",0.266,0,0,0,0,0,-0.1372,-0.7306,0.2948,-0.3924,0.5453
"SNP_A-8706646",0,0.3662,0,0,0,0,-0.1482,-0.7401,0.2784,-0.4039,0.5567
"SNP_A-1887834",-0.2888,0,0,0,0,0,-0.1334,-0.7406,0.2838,-0.404,0.5706
"SNP_A-1848642",0.229,0,0,0,0,0,-0.1371,-0.7529,0.2624,-0.3955,0.5508
"SNP_A-4206842",0.3701,0,0,0,0,0,-0.1463,-0.7488,0.279,-0.393,0.5469
"SNP_A-2001475",0,0,0,0,0,0.3596,-0.1431,-0.7419,0.2895,-0.3771,0.5391
"SNP_A-2165321",0,0,0,0,0,-0.3407,-0.1296,-0.7413,0.2703,-0.3908,0.5564
"SNP_A-2236256",0,0,0,0,0.3517,0,-0.1509,-0.7457,0.2771,-0.3993,0.5872
"SNP_A-8654745",0.3063,0,0,0,0,0,-0.1363,-0.7498,0.2866,-0.394,0.5458
"SNP_A-1947803",0,-0.2826,0,0,0,0,-0.1597,-0.7431,0.2799,-0.3788,0.5547
"SNP_A-2271214",0,0,0,0,0.2994,0,-0.1406,-0.7297,0.2744,-0.3967,0.5681
"SNP_A-8715858",0,0.3398,0,0,0,0,-0.1553,-0.737,0.2824,-0.3952,0.5731
"SNP_A-8488584",0,0.3507,0,0,0,0,-0.1533,-0.7282,0.2866,-0.3884,0.5578
"SNP_A-8344223",0,0,0,0,-0.3248,0,-0.1629,-0.7306,0.2899,-0.4108,0.5638
