"","main","age","act","trans","ceraf","chol","age","act","trans","ceraf","chol"
"SNP_A-1871973",0,0.349,0,0,0,0,-0.1507,-0.7353,0.2711,-0.3842,0.5627
"SNP_A-1815878",0,-0.3576,0,0,0,0,-0.151,-0.743,0.2657,-0.3927,0.5687
"SNP_A-4268666",0,0.3323,0,0,0,0,-0.1382,-0.7336,0.2571,-0.4049,0.5688
"SNP_A-8711582",0,0.3889,0,0,0,0,-0.1534,-0.7621,0.2733,-0.3944,0.5678
"SNP_A-8655239",0,0.3408,0,0,0,0,-0.1333,-0.7474,0.2711,-0.3899,0.5709
"SNP_A-2277059",0,0.3412,0,0,0,0,-0.1534,-0.7272,0.2839,-0.3811,0.5766
"SNP_A-4218879",0,0.3561,0,0,0,0,-0.1406,-0.7317,0.2753,-0.3896,0.5723
"SNP_A-4289744",0,0.3444,0,0,0,0,-0.1502,-0.7287,0.2739,-0.4002,0.5748
"SNP_A-2288770",0,0.355,0,0,0,0,-0.1439,-0.7318,0.2684,-0.3827,0.5585
"SNP_A-2091685",0,0.3707,0,0,0,0,-0.1321,-0.7351,0.2821,-0.3885,0.5694
"SNP_A-4198466",0,0,0,0,0,-0.3053,-0.1288,-0.753,0.2853,-0.3812,0.557
"SNP_A-8317238",0,0.3086,0,0,0,0,-0.1417,-0.7361,0.2831,-0.3815,0.5599
"SNP_A-2004244",0,0,0,0,0,0.3055,-0.157,-0.7278,0.2763,-0.3805,0.5798
"SNP_A-2236279",0,0,0,0,0,0.3103,-0.154,-0.7353,0.2919,-0.3909,0.5622
"SNP_A-2081172",0,0,0.3185,0,0,0,-0.155,-0.7535,0.2671,-0.4095,0.5738
"SNP_A-4247893",0.3454,0,0,0,0,0,-0.1576,-0.7459,0.2753,-0.3859,0.5746
"SNP_A-1900537",0.3248,0,0,0,0,0,-0.1476,-0.735,0.2825,-0.3764,0.5648
"SNP_A-2090742",0.3406,0,0,0,0,0,-0.1471,-0.7543,0.2807,-0.3994,0.5485
"SNP_A-2026527",0.3174,0,0,0,0,0,-0.1512,-0.7451,0.2988,-0.3821,0.5527
"SNP_A-4252275",0.316,0,0,0,0,0,-0.1429,-0.7385,0.2792,-0.4095,0.5797
"SNP_A-4268688",0.3216,0,0,0,0,0,-0.1356,-0.7356,0.2829,-0.3828,0.5454
"SNP_A-2053089",0.3341,0,0,0,0,0,-0.1372,-0.7486,0.2807,-0.389,0.5701
"SNP_A-2038734",0,0,-0.2991,0,0,0,-0.1408,-0.7549,0.2892,-0.3971,0.5636
"SNP_A-1830949",0,0,0.3153,0,0,0,-0.1533,-0.7485,0.2732,-0.3909,0.5472
"SNP_A-4271540",-0.3148,0,0,0,0,0,-0.14,-0.7231,0.2837,-0.3922,0.5487
"SNP_A-1911173",-0.3143,0,0,0,0,0,-0.1525,-0.7348,0.2833,-0.387,0.5549
"SNP_A-1881968",-0.3125,0,0,0,0,0,-0.1367,-0.7522,0.2795,-0.3887,0.5704
"SNP_A-1878110",-0.3133,0,0,0,0,0,-0.1586,-0.7462,0.2778,-0.4023,0.5631
"SNP_A-2152131",-0.3146,0,0,0,0,0,-0.1407,-0.7516,0.2824,-0.3908,0.5555
"SNP_A-1931803",-0.3182,0,0,0,0,0,-0.1588,-0.7437,0.2919,-0.3808,0.5595
"SNP_A-2181992",0.3042,0,0,0,0,0,-0.1437,-0.7513,0.2954,-0.3975,0.5584
"SNP_A-8350110",0.3057,0,0,0,0,0,-0.1541,-0.7493,0.2747,-0.4099,0.5504
"SNP_A-1920997",0,0,0,-0.3096,0,0,-0.1268,-0.7341,0.2987,-0.3912,0.5687
"SNP_A-4204272",0,0,0,-0.3137,0,0,-0.1318,-0.755,0.2831,-0.3948,0.567
"SNP_A-8646971",0,0,0,-0.3068,0,0,-0.1245,-0.7486,0.2876,-0.3974,0.5589
"SNP_A-2222072",0.3719,0,0,0,0,0,-0.1378,-0.7195,0.3027,-0.3974,0.5514
"SNP_A-8706646",0,0.3602,0,0,0,0,-0.127,-0.7501,0.2983,-0.3964,0.5579
"SNP_A-2065051",0,0,0,-0.3378,0,0,-0.1494,-0.7454,0.3081,-0.3954,0.5664
"SNP_A-8641769",0,0,0,-0.3456,0,0,-0.1432,-0.7435,0.2992,-0.3944,0.566
"SNP_A-2098373",-0.3092,0,0,0,0,0,-0.1542,-0.7503,0.2726,-0.3966,0.556
"SNP_A-4206842",0.3713,0,0,0,0,0,-0.1411,-0.7366,0.2701,-0.4008,0.5769
"SNP_A-8381963",-0.3361,0,0,0,0,0,-0.1659,-0.7518,0.2589,-0.408,0.5525
"SNP_A-8367373",0,0,0,0.3192,0,0,-0.1646,-0.7444,0.2721,-0.401,0.5648
"SNP_A-8388726",0,0,0,0.3131,0,0,-0.1505,-0.7383,0.2776,-0.3913,0.5663
"SNP_A-2001475",0,0,0,0,0,0.3639,-0.1317,-0.7441,0.2922,-0.3842,0.5404
"SNP_A-1864072",0,0,0,0,0,0.3213,-0.1418,-0.7479,0.2783,-0.3856,0.5486
"SNP_A-2274972",0,0,0,0,0,-0.3389,-0.1351,-0.7496,0.2815,-0.3966,0.552
"SNP_A-2005802",0,0,0,0,0,-0.3263,-0.1393,-0.7369,0.2887,-0.3991,0.5467
"SNP_A-2165321",0,0,0,0,0,-0.336,-0.1374,-0.75,0.2973,-0.3904,0.5685
"SNP_A-8434868",0,0,0,0,0,-0.3301,-0.1367,-0.7306,0.276,-0.3674,0.5581
"SNP_A-2194963",0,0,0,0.2819,0,0,-0.1463,-0.7284,0.2712,-0.3954,0.5596
"SNP_A-1932039",0,0,0,0,0.3383,0,-0.154,-0.7449,0.2841,-0.3934,0.5646
"SNP_A-2236256",0,0,0,0,0.3469,0,-0.1401,-0.7408,0.2967,-0.388,0.5596
"SNP_A-8631962",-0.2947,0,0,0,0,0,-0.1467,-0.7361,0.2798,-0.3903,0.5619
"SNP_A-4222848",-0.361,0,0,0,0,0,-0.1405,-0.7606,0.2747,-0.3933,0.5599
"SNP_A-1839723",-0.2951,0,0,0,0,0,-0.1566,-0.7334,0.2851,-0.3939,0.5594
"SNP_A-4244475",0,0,0,0,0,0.3335,-0.1276,-0.7414,0.2811,-0.4003,0.5592
"SNP_A-2006196",0,0,0,0,0,-0.3858,-0.1406,-0.7506,0.2755,-0.392,0.5637
"SNP_A-8293152",0,0,0,-0.3313,0,0,-0.1487,-0.735,0.2847,-0.3908,0.5681
"SNP_A-8510951",0,0,0,-0.3102,0,0,-0.1564,-0.7408,0.2838,-0.3904,0.5626
"SNP_A-8356280",0,0,0,-0.302,0,0,-0.1446,-0.7363,0.2628,-0.3947,0.5725
"SNP_A-4269014",0,0,0,0.3255,0,0,-0.1414,-0.7528,0.2932,-0.3783,0.5539
"SNP_A-4194292",0,0,0,0.2907,0,0,-0.1586,-0.7366,0.2872,-0.3794,0.5726
"SNP_A-8457176",0,0,0,0,0,-0.3243,-0.1464,-0.7293,0.2644,-0.4067,0.5672
"SNP_A-8715858",0,0.3466,0,0,0,0,-0.1429,-0.7385,0.2962,-0.4099,0.564
"SNP_A-1899288",0,0.307,0,0,0,0,-0.1537,-0.7335,0.2749,-0.3949,0.5737
"SNP_A-8644996",0,0.3488,0,0,0,0,-0.1569,-0.7473,0.2767,-0.393,0.5561
"SNP_A-2090642",0,0.3438,0,0,0,0,-0.1443,-0.7355,0.2935,-0.3989,0.5564
"SNP_A-8677093",0,0.3386,0,0,0,0,-0.1445,-0.7482,0.2737,-0.3883,0.5725
"SNP_A-8488584",0,0.3507,0,0,0,0,-0.1484,-0.7442,0.2836,-0.3888,0.5717
"SNP_A-8359808",0,0.3483,0,0,0,0,-0.1356,-0.7321,0.2873,-0.3884,0.5446
"SNP_A-8515881",0,0.3128,0,0,0,0,-0.1553,-0.7251,0.2771,-0.395,0.5623
"SNP_A-2084159",0,0.3028,0,0,0,0,-0.1402,-0.7464,0.2877,-0.3881,0.5489
"SNP_A-2278313",0,0,0,0,-0.3348,0,-0.128,-0.7347,0.2945,-0.3527,0.5604
"SNP_A-8344223",0,0,0,0,-0.3138,0,-0.1466,-0.7412,0.2846,-0.3928,0.561
"SNP_A-8450460",0,0.3127,0,0,0,0,-0.1348,-0.7245,0.2947,-0.3966,0.5409
