"","gene_name","rsID","main","age","act","trans","ceraf","chol","age.1","act.1","trans.1","ceraf.1","chol.1"
"55","GAPDHP45","rs7099479",0.3152,0,0,0,0,0,-0.1371,-0.7347,0.2784,-0.3953,0.5546
"56","FAM107B","rs1410080",0.252,0,0,0,0,0,-0.1419,-0.725,0.2751,-0.3855,0.5374
"57","FAM107B","rs1555986",-0.3098,0,0,0,0,0,-0.1367,-0.7331,0.2943,-0.3954,0.5666
"58","PRTFDC1","rs4748991",-0.3292,0,0,0,0,0,-0.1398,-0.7388,0.2869,-0.4066,0.5669
"59","CAMK1D","rs11257932",0,0.3336,0,0,0,0,-0.1365,-0.7468,0.2699,-0.4129,0.5492
"60","DIP2C","rs11252791",-0.2364,0,0,0,0,0,-0.1475,-0.7361,0.2812,-0.3937,0.5714
"61","FRMD4A","rs7897984",-0.2372,0,0,0,0,0,-0.1507,-0.7371,0.2792,-0.3888,0.5643
"62","RP11-492M23.2","rs2796304",0,0.3311,0,0,0,0,-0.1286,-0.7207,0.2789,-0.412,0.5629
"63","CAMK1D","rs11257933",0,0.3857,0,0,0,0,-0.1225,-0.7397,0.2783,-0.3963,0.5347
"64","LINC00709","rs827914",-0.2544,0,0,0,0,0,-0.1354,-0.7432,0.2865,-0.398,0.5581
"65","FAM107B","rs4748109",-0.3118,0,0,0,0,0,-0.1418,-0.7399,0.2795,-0.4079,0.5537
"66","LUZP4P1","rs16921721",0.2722,0,0,0,0,0,-0.1451,-0.7544,0.2738,-0.3996,0.5417
"67","FRMD4A","rs4750521",-0.2249,0,0,0,0,0,-0.1537,-0.7501,0.2742,-0.3934,0.5432
"68","UBE2V2P1","rs10826899",0,0,0,0,-0.349,0,-0.1547,-0.7423,0.2796,-0.3823,0.5623
"69","FRMD4A","rs11259126",-0.2429,0,0,0,0,0,-0.1396,-0.7344,0.2835,-0.3862,0.545
"70","RP11-275N1.1","rs2039028",0.2396,0,0,0,0,0,-0.1279,-0.7312,0.2803,-0.4001,0.5596
"71","JMJD1C","rs10733789",-0.2342,0,0,0,0,0,-0.1421,-0.7501,0.2863,-0.3864,0.5436
"72","DCLRE1CP1","rs10752350",-0.2313,0,0,0,0,0,-0.1609,-0.7408,0.2879,-0.3969,0.5642
"73","OLAH","rs10752350",-0.2313,0,0,0,0,0,-0.1609,-0.7408,0.2879,-0.3969,0.5642
"74","FRMD4A","rs4750522",-0.2213,0,0,0,0,0,-0.1555,-0.7232,0.2712,-0.3945,0.5597
"75","DCLRE1CP1","rs6602809",0.2949,0,0,0,0,0,-0.1606,-0.7302,0.2791,-0.3747,0.5569
"76","MLLT10","rs7098100",0.2557,0,0,0,0,0,-0.1303,-0.7366,0.2807,-0.3882,0.5374
"77","PRTFDC1","rs11014290",-0.2732,0,0,0,0,0,-0.1459,-0.7408,0.2697,-0.3946,0.549
"78","FRMD4A","rs4750524",-0.2485,0,0,0,0,0,-0.1537,-0.7504,0.27,-0.4,0.5653
"79","RP11-799O21.2","rs2804143",0.3017,0,0,0,0,0,-0.1423,-0.7438,0.2919,-0.4062,0.5661
"80","ACBD7","rs6602806",0.3235,0,0,0,0,0,-0.1592,-0.7428,0.2695,-0.3954,0.5597
"81","DCLRE1CP1","rs6602806",0.3235,0,0,0,0,0,-0.1592,-0.7428,0.2695,-0.3954,0.5597
"82","RP11-271F18.4","rs7895315",0.2443,0,0,0,0,0,-0.1428,-0.7323,0.2918,-0.3908,0.5552
"83","RP11-288D15.1","rs17715131",0.2549,0,0,0,0,0,-0.1475,-0.7406,0.2757,-0.4062,0.5452
"84","CACNB2","rs7083373",0.254,0,0,0,0,0,-0.1473,-0.7282,0.2947,-0.3972,0.5628
"85","KIAA1217","rs7083349",0.2828,0,0,0,0,0,-0.1504,-0.7326,0.2684,-0.4031,0.5593
"86","RP11-275N1.1","rs10218911",0.2497,0,0,0,0,0,-0.1235,-0.7316,0.2742,-0.4246,0.5503
