"","gene_name","rsID","main","age","act","trans","ceraf","chol","age.1","act.1","trans.1","ceraf.1","chol.1"
"25","KIAA1217","rs7070056",0,0,0,0,0,-0.0485,0.0201,-0.0589,-0.0346,-0.0276,-0.0499
"26","KIAA1217","rs4434904",0,0,0,0,0,-0.1254,0.0381,-0.0379,0.0051,-0.0933,0.019
"27","ANK3","rs10994364",0,0.0476,0,0,0,0,-0.0093,-0.0326,-0.0849,-0.0982,0.0015
"28","KIAA1462","rs12220246",0,0,0,0.0036,0,0,0.0218,-0.0794,-0.0247,-0.0887,-0.0649
"29","KIAA1217","rs10828584",-0.0254,0,0,0,0,0,-0.0105,-0.0457,0.0784,0.016,-0.1317
"30","ARHGAP22","rs10857590",0.0398,0,0,-0.1661,0,0,0.0314,-0.0498,-0.0672,-0.0268,0.0051
"31","RP11-526P5.2","rs1537616",-0.0019,0,0,0,0,0,-0.06,-0.0012,-0.0081,-0.0137,-0.0241
"32","KIAA1462","rs17295031",0,0,0,-0.0638,0,0,-0.0102,-0.0659,0.0206,-0.069,-0.0455
"33","RP11-478B11.2","rs11005102",0,-0.0439,0,0,0,0,0.0365,-0.0469,-0.1632,-0.0758,-0.0025
"34","RP11-271F18.4","rs10905778",0,0,0,0,0,-0.0025,-0.0604,-0.1159,0.0257,-0.0373,-0.1039
"35","MIR3924","rs10763477",0,0,0,0,-0.0807,0,0.0322,0.0102,-0.0596,-0.1473,0.0031
"36","RP11-492M23.2","rs2532759",0,0.0157,0,0,0,0,-0.0881,-0.1964,0.044,-0.1093,0.0034
"37","SNRPEP8","rs7093161",0,0,0,0,0,-0.0032,-0.0478,-0.0615,0.0861,-0.1321,-0.0261
"38","CHAT","rs2377872",0,0,0,0,0.0099,0,0.0197,-0.0578,0.075,-0.1298,-0.0289
"39","RP11-71J2.1","rs1198119",0,-0.0882,0,0,0,0,0.0029,-0.0251,0.0362,-0.1792,0.0261
"40","ZEB1","rs161273",0,0,0,8e-04,0,0,-0.0267,-0.0975,-0.0056,-0.0927,0.0677
"41","RP11-492M23.2","rs2817825",0,0.0297,0,0,0,0,-0.0194,-0.0028,0.011,-0.1104,-0.0048
"42","ANK3","rs10821773",0,-0.0299,0,0,0,0,-0.0047,-0.0753,0.0016,-0.0684,0.0037
"43","CELF2","rs17454012",0,-0.0246,0,0,0,0,0.1399,-0.115,0.0392,-0.0661,-0.0269
"44","RP11-170M17.1","rs1916420",0,0,0,0.0182,0,0,0.1133,-0.0134,-0.0827,-0.0309,-0.0392
"45","FRMD4A","rs2446588",0,0.0406,0,0,0,0,-0.0417,-0.0219,0.0686,-0.077,0.0348
"46","RP11-170M17.1","rs10995687",0,0,0,-0.0318,0,0,0.003,-0.0693,0.0064,-0.1292,0.013
"47","RP11-192P3.5","rs161279",0,0,0,0.0646,0,0,4e-04,-0.0626,-0.0129,-0.0983,0.0433
"48","ZEB1","rs161279",0,0,0,0.0646,0,0,4e-04,-0.0626,-0.0129,-0.0983,0.0433
"49","ZEB1","rs161258",0,0,0,0.044,0,0,0.1689,-0.0815,-0.0362,-0.0756,0.0486
"50","ZEB1","rs161275",0,0,0,0.0554,0,0,0.0172,-0.0217,-0.0886,-0.173,0.0127
"51","KIAA1462","rs12220219",0,0,0,-0.0157,0,0,0.0054,-0.0494,-0.0933,-0.0688,0.008
"52","LINC00837","rs3740000",-0.1061,0,0,0,0,0,0.0376,-0.0239,-0.0091,-0.1065,-0.0429
"53","RP11-170M17.1","rs1916407",0,0,0,-0.105,0,0,0.0292,-0.0314,0.054,-0.0899,-0.0349
"54","RP11-170M17.1","rs1916407",0,0,0,-0.105,0,0,0.0292,-0.0314,0.054,-0.0899,-0.0349
"55","GPR158","rs1340002",0,0,0,-0.0331,0,0,0.0101,-0.0363,0.0499,-0.0694,-0.0311
"56","CELF2","rs17453876",0,0.0427,0,0,0,0,0.0678,-0.0953,0.0158,-0.1494,0.1255
"57","KIAA1462","rs4749527",0,0,0,-0.0453,0,0,-0.0275,-0.0766,-0.0794,-0.1177,-0.0532
"58","THNSL1","rs902904",0,0,0,0,0,-0.0124,0.0468,-0.0497,-0.0155,-0.1166,-0.0227
"59","CAMK1D","rs7921813",0,0.0556,0,0,0,0,-0.0262,-0.0175,-0.0081,-0.0802,0.0201
"60","SNRPEP8","rs10218945",0,0,0,0,0,-0.0389,-0.0139,0.0024,-0.0199,-0.0389,0.0202
"61","RP11-492M23.2","rs558451",0,0,0,0,0.0277,0,-0.0185,-0.0236,0.0133,-0.2156,0.0646
"62","RP11-563J2.2","rs7913723",0,0,0,0.0271,0,0,-0.0673,-0.0176,0.063,-0.0289,-0.0281
"63","RP11-492M23.2","rs2804551",0.0752,0,0,0,0,0,-0.0297,0.0427,-0.0804,-0.0549,-0.0067
"64","CELF2","rs12266433",0,0.0071,0,0,0,0,-0.0391,-0.0586,-0.0013,-0.0661,0.0016
"65","RP11-550A9.1","rs4935167",0,0,0,0,-0.0817,0,-0.0462,-0.0331,-0.0098,-0.1285,0.0337
"66","CELF2","rs4750039",0,0.0074,0,0,0,0,0.0235,-0.2185,-0.017,-0.0749,-0.0522
"67","KIAA1217","rs12249964",0,0,0,0,0,0.0443,-0.0015,-0.1311,-0.0737,-0.154,-0.0529
"68","RP11-170M17.1","rs4745829",0,0,0,-0.0303,0,0,0.0216,-0.0779,-0.1065,-0.0887,0.0173
"69","CAMK1D","rs11257932",0,-0.0226,0,0,0,0,-0.0559,-0.0271,0.0145,-0.1063,-0.0306
"70","RP11-526P5.2","rs7081466",0,0,0,0,0.0519,-0.0161,-0.0771,-0.0072,0.0754,-0.1269,-0.02
"71","THNSL1","rs12256642",0,0,0,0,0,-0.0188,0.0452,-0.0145,0.0082,-0.1018,-0.0253
"72","SNRPEP8","rs10824883",0,0,0,0,0,-0.0185,0.018,-0.0791,0.0998,-0.0375,-0.0266
"73","RP11-492M23.2","rs2796304",0,9e-04,0,0,0,0,0.0245,-0.0252,-0.1341,-0.0239,-0.0653
"74","ZEB1","rs10826964",0,0,0,-0.0145,0,0,0.011,-0.0507,0.0623,-0.1541,-0.0046
"75","CAMK1D","rs11257933",0,0.0144,0,0,0,0,-0.049,-0.1104,0.0942,-0.1116,-0.0651
"76","UBE2V2P1","rs10826899",0,0,0,0,-0.0562,0,-0.009,-0.0597,0.0058,-0.1575,-0.0113
"77","UBE2V2P1","rs11592473",0,0,0,0,-0.1198,0,-0.0608,-0.0817,-0.0316,-0.2802,0.0046
"78","OR13A1","rs12764778",0,0.0479,0,0,0,0,-0.0253,-0.0667,-0.0396,-0.0666,-0.1022
"79","KIAA1462","rs11007904",0,0,0,0.036,0,0,0.0584,-0.0265,-0.0442,-0.1625,-0.058
"80","GPR158","rs12762462",0,0,0,-0.0147,0,0,0.0185,-0.0476,0.0722,-0.1498,0.0412
"81","MIR3924","rs1011763",0,0,0,0,0.0854,0,-0.0047,-0.1475,0.0482,-0.2492,-0.0257
"82","RP11-170M17.1","rs1916450",0,0,0,-0.1207,0,0,0.0178,-0.0607,0.0012,-0.186,0.1088
"83","CHAT","rs1917814",0,0,0,0,-0.0356,0,0.0338,-0.0586,0.0122,-0.065,0.003
"84","RP11-575N15.1","rs2025758",0,-0.0184,0,0,0,0,0.0427,0.0127,-0.0273,-0.1056,-0.0773
"85","THNSL1","rs923757",0,0,0,0,0,0.0279,-0.0317,-0.1037,0.0512,-0.0451,0.0345
"86","RP11-526P5.2","rs7092368",0,0,0,0,0.0131,0,-0.0061,-0.0375,0.0673,-0.1214,0.038
"87","RP11-799O21.2","rs2804143",0.0444,0,0,0,0,0,-0.064,-0.0921,-0.0489,-0.1498,0.0104
"88","ACBD7","rs6602806",0.006,0,0,0,0,0,-0.0347,-0.0549,-0.0257,0.0295,0.111
"89","DCLRE1CP1","rs6602806",0.006,0,0,0,0,0,-0.0347,-0.0549,-0.0257,0.0295,0.111
"90","ANK3","rs10994308",0,0,0,0,0,-0.059,-0.024,-0.004,0.1015,-0.0651,-0.0236
"91","RP11-490O24.2","rs224699",0,-0.1091,0,0,0,0,0.0426,-0.0294,-0.0874,-0.085,0.022
"92","KIAA1217","rs7083349",-0.0173,0,0,0,0,0,-0.1629,-0.1571,0.0756,-0.0825,-0.0426
"93","RPL17P35","rs12412844",0,0,0,0,0,-0.0155,0.0679,-0.1158,-0.0505,-0.0403,-0.0073
